plate,well,compound,path,nuclei,C1,C2,C3,C4,C5,C6,moa
P015076,D22,CBK201029,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s1_w16B44CC5E-D3B2-4970-8971-5DD0832D6E42.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s1_w2D1330F16-61C0-4E5B-9C01-635F2261C1A7.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s1_w3885F039A-4F98-4794-AD8B-470F70EAE3A3.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s1_w41DA3923A-AD1A-485C-AA22-5884E555FE21.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s1_w5DA46963E-006B-4569-A245-0EFA560567C5.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s1_w65C7C7B83-4769-44DE-B8F7-3EB3B83AD11D.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s1_w7CD9AFBEB-B097-489C-B8DE-EB23FB2D4D4A.tif,protein synthesis inhibitor
P015076,D22,CBK201029,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s2_w182AA64C2-48EF-4A48-BBBF-CAA186F37A42.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s2_w2FC56B9B8-4158-4185-9AF1-8ED8505D1357.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s2_w39E780DFA-2E45-4DC4-B852-F5FDBDB19240.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s2_w41950FB2D-A845-4BD7-8D9C-B0334DD33469.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s2_w57D7569F8-10CC-4B50-8925-11E33D9CA69C.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s2_w6A4DCEAEF-C6C7-4C3B-A24D-FFB148EE728D.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s2_w7F0AA3266-9236-4328-B5CD-D7D98077473D.tif,protein synthesis inhibitor
P015076,D22,CBK201029,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s3_w120BA5246-DA52-4E82-9419-4B885CB19892.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s3_w2DCE54E9F-2A17-4A4F-A8A1-4D79A06BDD02.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s3_w32AC9665A-CC5F-45B5-8AA6-E9432031D33F.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s3_w42C029A3E-C048-408E-95F6-94FFF9B1F698.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s3_w5D1F90474-971F-4D87-881F-411756DD509C.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s3_w6273AD5FC-BFB0-4515-8FDA-B1B3D2C2DDF5.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s3_w7239DAFBA-1533-41DC-B3A6-BBE0925D6B4D.tif,protein synthesis inhibitor
P015076,D22,CBK201029,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s4_w18F2AE726-F174-4414-88B4-7BDFB9ED3522.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s4_w2B8F11CD0-EF2D-495B-BC8D-F46D6AAF2B7C.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s4_w366B4E798-51EB-4A18-A60B-1AE5971FE66B.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s4_w4F30CE960-9861-4C32-89DF-D400564FBD9C.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s4_w5E7FC3EE6-7CE2-43C5-AE3D-6BE3AC63FA6C.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s4_w6FD241C52-A38F-486E-9F40-AA87BD97B8B7.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s4_w71D7F8D41-49E0-459F-97C0-4E5DE4584CD8.tif,protein synthesis inhibitor
P015076,D22,CBK201029,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s5_w19E813622-7309-4459-91D8-0499BCDB7C16.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s5_w2CCE5CB32-3F92-43C6-B23E-28DAFF3A465D.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s5_w3457DAA24-C55C-41F9-8F87-A6A84795AB47.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s5_w4667C7776-9E03-48DA-8DBB-8B0079F3A175.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s5_w5215CBBB3-BDB9-4910-976B-E7D40738A5F4.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s5_w6E65C835D-DAD3-4D78-915C-042A2F478F37.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D22_s5_w742022EE7-FD24-48DA-9A1F-F6D9A9436305.tif,protein synthesis inhibitor
P015076,H08,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s1_w1ADF2B7F1-F0BB-4BDE-BDB5-A37E5E4C2CB2.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s1_w2A74A45D8-3575-4135-B922-C9047B4CA6FC.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s1_w32EE79E90-CD1A-4F4A-AAB2-A11B54108D21.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s1_w453D72A78-0ACE-482F-9A99-A6C2661F0052.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s1_w56C6756E8-2584-43A0-BB20-54E4DFB1CAC9.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s1_w6E33D0A9C-81FA-4522-9FE0-B8B8C4A9B776.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s1_w7CD633B17-CABC-4857-8B2E-7D5635CC1C45.tif,retinoid receptor agonist
P015076,H08,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s2_w1E0093678-7D6A-41F0-9075-E5F1D94B6A78.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s2_w2319EF9C0-C9CF-4F2C-A809-B49AE701ED40.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s2_w325290A6B-AC99-4063-984A-CFC59D0A4955.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s2_w43DAD6BB1-BF63-4E86-BBE5-6BD6453715F6.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s2_w557CA6E5C-8AA9-4375-8260-FB01641C1E75.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s2_w64BB45389-BF39-4EB1-B214-73FDEA143B1B.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s2_w7D5B895F4-4429-4A77-BA2A-D561DCE67017.tif,retinoid receptor agonist
P015076,H08,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s3_w152F23FB8-CCFB-483F-8CD9-CAFA1323F697.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s3_w2CFE199F0-3801-4526-A358-842E1CE576E3.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s3_w35B7EE398-5A93-4728-9047-B7A4549D27AF.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s3_w4B7D30020-99BA-42F4-B035-F782221DB749.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s3_w58DEC6237-316A-42D4-A141-3C00A3673388.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s3_w67F5BB2A7-933A-45FF-99B8-D624223F671C.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s3_w7AEBD7ECE-2CCF-42D5-8B06-D56FA1405FC5.tif,retinoid receptor agonist
P015076,H08,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s4_w15E121E47-0807-4992-8079-220A2420A827.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s4_w254D19408-E38D-494A-A87E-9E99F638B83F.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s4_w326CB5396-749A-4CCB-81A3-BF9968844D35.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s4_w447C30DA2-40F3-4BC5-A39A-A5CC57AE9E51.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s4_w559FEDC7B-96E2-4D69-ADD5-28DE8433E534.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s4_w69B34D7C8-5873-4213-9C3D-5089D8EBE9DE.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s4_w781E9D11A-887F-47A0-B8FC-F02D6314388D.tif,retinoid receptor agonist
P015076,H08,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s5_w1EE5099A7-F14D-482B-A1DA-B0B5206B9AF4.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s5_w201FEFD6C-F31D-48EB-9E00-5BEC9DAB623B.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s5_w34D82D3F5-8C68-4198-AB86-64A63D1C5971.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s5_w4357B9531-FC26-4D9C-BCF5-22FAEF015742.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s5_w5004F2299-3449-4C52-822A-BC2BC75A92CB.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s5_w630BFC0D3-544F-4902-8F6B-4ADC7F2C1D11.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H08_s5_w7AA8489E3-31BE-4FD6-8B1A-F2525F0D6C9B.tif,retinoid receptor agonist
P015076,I03,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s1_w14DEDA3D2-DF34-409E-AF32-6521BAA57176.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s1_w26346C92B-9778-4932-B6EE-C14F3B24648B.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s1_w33DD0427D-16AA-4542-8720-A2FCCCFF3BF1.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s1_w4932B1993-12EF-4754-9863-F90EB058CB38.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s1_w53F325938-1447-4381-92E9-C29CBF007EE5.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s1_w6BE51130E-4A78-48DD-847C-36AE053943F1.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s1_w7A6C3602D-E5FF-4DEE-8906-4BB66F0704BA.tif,retinoid receptor agonist
P015076,I03,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s2_w1475E1217-8B7F-4840-B94A-259C265A0B5D.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s2_w265066CE0-5E98-4F51-ABAC-56320A449CFD.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s2_w3C1AFB928-9331-4B40-A6B5-5ADCF8A9876E.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s2_w4F635DF0D-2763-42CE-8B62-D0844829D101.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s2_w58A9D70A8-E264-4198-AA59-1F3DFAABF266.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s2_w64D90E375-68EF-47AF-BB96-D166F6A29F3F.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s2_w7A954189B-702E-4A9E-946B-93FA00F202B2.tif,retinoid receptor agonist
P015076,I03,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s3_w1495A8CF5-50DE-4B10-A781-A19B642BBF9D.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s3_w2C1E3A7FC-CDD9-44F1-BE0D-42EC29465336.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s3_w3B975D81E-25E2-48B5-85BC-498BE0B631CC.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s3_w4A7C65299-DA27-451C-B466-7CB00284A497.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s3_w59C15E154-1FBC-4A1E-9C86-8FE25074F9D5.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s3_w63F764DFF-F49D-4152-BC42-977EBA0BD00E.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s3_w758F59EC3-6EF7-4325-825C-2188223AA9FD.tif,retinoid receptor agonist
P015076,I03,CBK200601,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL/2022-02-28/952,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s4_w123EA8449-C53D-43A6-86EB-F93C46505AC8.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s4_w206076364-B098-4799-8415-1C7E16F5945D.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s4_w3E568113E-DD7D-4890-AC18-2DB40563A29C.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s4_w4866DA731-2B08-4A1C-9395-41BAE3995C2F.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s4_w516DA7069-516C-4892-AD42-49F609ED73F4.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s4_w640B020EC-5F7A-4664-83C6-41CB95FA82FA.tif,specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_I03_s4_w76AADF8F7-25EF-4498-B3FF-0814ABAA235B.tif,retinoid receptor agonist
