plate,well,site,bf_site,compound,path,moa
P015077,E20,s4,s2,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_E20_s4_w5D185716C-36C9-490A-B6B6-D6C9127D5733.npy,glucocorticoid receptor agonist
P015077,E20,s5,s3,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_E20_s5_w578AA244A-2584-44EE-A79B-534BC7A11633.npy,glucocorticoid receptor agonist
P015077,E20,s6,s4,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_E20_s6_w53C119708-284A-4B5D-87DB-8E1B5DBBAB0E.npy,glucocorticoid receptor agonist
P015077,E20,s8,s5,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_E20_s8_w54C47F4F4-C524-4DDC-B3A3-0CF2C5F6BB89.npy,glucocorticoid receptor agonist
P015077,F13,s2,s1,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F13_s2_w53C612323-272B-4950-B463-610ED494B99F.npy,glucocorticoid receptor agonist
P015077,F13,s4,s2,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F13_s4_w57F947AD5-35E0-4FF3-80E0-64C2D6AA4041.npy,glucocorticoid receptor agonist
P015077,F13,s5,s3,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F13_s5_w5C58DE970-12A3-47C1-866C-26E11DC5395B.npy,glucocorticoid receptor agonist
P015077,F13,s6,s4,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F13_s6_w586600E8C-DA78-456C-9F4A-39C644F7BD32.npy,glucocorticoid receptor agonist
P015077,F13,s8,s5,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F13_s8_w5AA4EDDD2-3830-4CD2-B797-B2E407A5A434.npy,glucocorticoid receptor agonist
P015077,G05,s2,s1,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_G05_s2_w5DFAFCAE5-C9AE-4B37-AF19-D3DD78077B1B.npy,glucocorticoid receptor agonist
P015077,G05,s4,s2,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_G05_s4_w5E359ED07-9E38-4C30-ABCE-EA3FCF2C8811.npy,glucocorticoid receptor agonist
P015077,G05,s5,s3,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_G05_s5_w575EF0627-7394-4B60-A2C0-3C3E17649777.npy,glucocorticoid receptor agonist
P015077,G05,s6,s4,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_G05_s6_w5C021EAA8-226B-49E4-AA39-2B7369D752A4.npy,glucocorticoid receptor agonist
P015077,G05,s8,s5,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_G05_s8_w5182E9344-B9E8-4B33-A524-FEBCC93F4904.npy,glucocorticoid receptor agonist
P015077,J19,s2,s1,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J19_s2_w5B96E5868-0917-4107-9D39-177B883C3DB0.npy,glucocorticoid receptor agonist
P015077,J19,s4,s2,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J19_s4_w5FCA35F2D-F133-4F8D-9337-F5A29DCDA068.npy,glucocorticoid receptor agonist
P015077,J19,s5,s3,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J19_s5_w570A8278A-6FE5-4980-94C4-EF3D901BD113.npy,glucocorticoid receptor agonist
P015077,J19,s6,s4,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J19_s6_w527268948-9D90-4329-BA12-3FDCAC405095.npy,glucocorticoid receptor agonist
P015077,J19,s8,s5,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J19_s8_w570178C67-376A-4E06-971F-A2774D25AD8A.npy,glucocorticoid receptor agonist
P015077,L13,s2,s1,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_L13_s2_w5C44D8971-F860-4A10-A694-797C8FE529BD.npy,glucocorticoid receptor agonist
P015077,L13,s4,s2,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_L13_s4_w591D9E50E-55CE-477D-A32D-17F3C7DB5131.npy,glucocorticoid receptor agonist
P015077,L13,s5,s3,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_L13_s5_w5033311B1-8746-4299-8380-A8BDE86F5A32.npy,glucocorticoid receptor agonist
P015077,L13,s6,s4,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_L13_s6_w591137717-88F0-4EE9-9C40-CDF9F6AA9B44.npy,glucocorticoid receptor agonist
P015077,L13,s8,s5,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_L13_s8_w578A047C0-FD77-4654-8A38-B0E1FF203416.npy,glucocorticoid receptor agonist
P015082,E02,s2,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E02_s2_w5A800815D-CA2D-4C17-98A3-1AD7B58CF1D9.npy,EGFR inhibitor
P015082,E02,s4,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E02_s4_w5ACF7CA33-4BA4-4DDE-9C4A-6A889EF9B93E.npy,EGFR inhibitor
P015082,E02,s5,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E02_s5_w57211BD92-61FD-4CBF-84B5-35DB536714A3.npy,EGFR inhibitor
P015082,E02,s6,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E02_s6_w578F52818-B712-4723-9BA0-D80E9F34CF10.npy,EGFR inhibitor
P015082,E02,s8,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E02_s8_w5AD784DE0-5979-4F14-BB4F-1E6D4FCD78F1.npy,EGFR inhibitor
P015082,N22,s2,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_N22_s2_w5A07BD1E9-ABAF-4AC4-BC4B-CDE95B802978.npy,EGFR inhibitor
P015082,N22,s4,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_N22_s4_w556B57BBC-6ED5-40D9-A2AB-4E3D80FF1C3D.npy,EGFR inhibitor
P015082,N22,s5,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_N22_s5_w587C34197-4BDC-402B-9326-D75E19B50F7B.npy,EGFR inhibitor
P015082,N22,s6,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_N22_s6_w5CB1FFFF7-DAB9-4181-A5AF-1144AD476028.npy,EGFR inhibitor
P015082,N22,s8,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_N22_s8_w5702DB8BA-68FC-48ED-9EC5-5BD5258C4627.npy,EGFR inhibitor
P015082,O21,s2,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_O21_s2_w566D783E8-572B-4465-99B9-0C7588970BE6.npy,EGFR inhibitor
P015082,O21,s4,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_O21_s4_w5B822F7DA-ADD6-4948-950E-E40BAC9D803C.npy,EGFR inhibitor
P015082,O21,s5,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_O21_s5_w54A24C247-3308-44AD-9CAF-A81EE815AD97.npy,EGFR inhibitor
P015082,O21,s6,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_O21_s6_w50F2063D8-5F04-455C-957F-65BFA5C8D91E.npy,EGFR inhibitor
P015082,O21,s8,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_O21_s8_w556D71E04-684E-4616-A99C-FEA27C5B4D24.npy,EGFR inhibitor
P015083,C21,s2,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_C21_s2_w533AC27A2-7508-441C-9031-672E19FE171C.npy,EGFR inhibitor
P015083,C21,s4,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_C21_s4_w58F20E0C0-5069-4A93-8B0E-D2921008ABBB.npy,EGFR inhibitor
P015083,C21,s5,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_C21_s5_w58F8A6A68-3358-4A86-8426-E862B10F6E82.npy,EGFR inhibitor
P015083,C21,s6,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_C21_s6_w56855088F-DD70-42AE-A709-C0ECC627A9BD.npy,EGFR inhibitor
P015083,C21,s8,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_C21_s8_w5F7CB8F58-EC15-4033-9B4B-E7A7FFE41380.npy,EGFR inhibitor
P015083,E22,s2,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_E22_s2_w51B124B99-C076-4A6B-9930-9999412859DF.npy,EGFR inhibitor
P015083,E22,s4,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_E22_s4_w564FDD536-F031-43A6-A650-EA623AF46763.npy,EGFR inhibitor
P015083,E22,s5,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_E22_s5_w52079F102-EF25-4FBD-B67E-AEBE475D8F63.npy,EGFR inhibitor
P015083,E22,s6,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_E22_s6_w5C2C50B83-BEBA-4ED4-AD2A-D98BD98356A8.npy,EGFR inhibitor
P015083,E22,s8,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_E22_s8_w597BF75C0-D4FC-4174-BB06-94780A7625E6.npy,EGFR inhibitor
P015083,I15,s2,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_I15_s2_w5AADC0B9B-345D-4E72-BA9C-01B5B942DA98.npy,EGFR inhibitor
P015083,I15,s4,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_I15_s4_w5B7E30F4B-6311-401F-98F3-BCF208560DF3.npy,EGFR inhibitor
P015083,I15,s5,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_I15_s5_w50543DCAB-E512-4BA6-B8C0-3A7A366445F4.npy,EGFR inhibitor
P015083,I15,s6,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_I15_s6_w5765EED66-438A-4649-B517-B8F7F08B0BBC.npy,EGFR inhibitor
P015083,I15,s8,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015083-U2OS-48h-P4-L2_I15_s8_w59A24B951-420D-43DA-8AEF-CAE6592938F8.npy,EGFR inhibitor
P015088,B03,s2,s1,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B03_s2_w54E673314-235C-43A3-ABDE-12E721F48455.npy,glucocorticoid receptor agonist
P015088,B03,s4,s2,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B03_s4_w58A395497-A2B9-4E9B-BEFC-6A3CE82A95EF.npy,glucocorticoid receptor agonist
P015088,B03,s5,s3,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B03_s5_w547DC33AF-47A6-4C31-A257-08203A328EAA.npy,glucocorticoid receptor agonist
P015088,B03,s6,s4,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B03_s6_w50C04B162-80E9-4D91-931C-1392EAF5F557.npy,glucocorticoid receptor agonist
P015088,B03,s8,s5,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B03_s8_w5EC81C22C-EC24-4E97-BD33-D02B6E247470.npy,glucocorticoid receptor agonist
P015088,B07,s2,s1,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B07_s2_w5E60E9528-DD60-4DBF-B020-FDAFE5D72F75.npy,EGFR inhibitor
P015088,B07,s4,s2,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B07_s4_w5D6996C9B-E76E-40EF-B310-71D5B75EE2EE.npy,EGFR inhibitor
P015088,B07,s5,s3,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B07_s5_w5E6935AEF-6225-4796-A4CD-B3B6A0373404.npy,EGFR inhibitor
P015088,B07,s6,s4,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B07_s6_w571CF3F99-F2CD-4674-A5DC-37ADF7B3F278.npy,EGFR inhibitor
P015088,B07,s8,s5,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B07_s8_w5727E0B3C-13C3-4622-A429-1C31598FC725.npy,EGFR inhibitor
P015088,B08,s2,s1,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B08_s2_w53B0E52CB-72AF-409D-8512-5AD94595ADEE.npy,glucocorticoid receptor agonist
P015088,B08,s4,s2,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B08_s4_w5B466BF9A-4967-46D7-981B-1D0EC8CF65DE.npy,glucocorticoid receptor agonist
P015088,B08,s5,s3,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B08_s5_w5176B7916-BADD-4686-ADE9-C8F98E973C99.npy,glucocorticoid receptor agonist
P015088,B08,s6,s4,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B08_s6_w5B5E17D7E-1BCE-45ED-9EDC-BDC005DD8C6F.npy,glucocorticoid receptor agonist
P015088,B08,s8,s5,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B08_s8_w53695B240-D402-4836-AB76-ECB23BF2F8C0.npy,glucocorticoid receptor agonist
P015088,B12,s2,s1,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B12_s2_w55C2733BB-FF9E-46D2-83CA-E9296AC8B08C.npy,EGFR inhibitor
P015088,B12,s4,s2,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B12_s4_w52CCACD49-7AAF-4BDA-ABE0-92184771B0F8.npy,EGFR inhibitor
P015088,B12,s5,s3,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B12_s5_w5180784DC-DC1F-4D4A-BB46-BB2F6FDA95E1.npy,EGFR inhibitor
P015088,B12,s6,s4,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B12_s6_w51B93359B-D4F9-4271-85F2-44E793E55775.npy,EGFR inhibitor
P015088,B12,s8,s5,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B12_s8_w5DD3CCCB3-F847-40D5-A0E6-83736743299B.npy,EGFR inhibitor
P015088,B15,s2,s1,CBK290280,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B15_s2_w52A36A513-3FDF-448C-83E3-DEA090D47BEC.npy,EGFR inhibitor
P015088,B15,s4,s2,CBK290280,/scratch2-shared/phil/new_moas_numpy_data/fl/specs935-v1-FA-P015088-U2OS-48h-P7-L1_B15_s4_w55BD84F8D-6111-41F5-BD77-530438E27C62.npy,EGFR inhibitor
