plate,well,site,compound,path,moa
P015077,G05,s5,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_G05_s5_w6C52991BB-D77E-492F-BD99-61BC271B2283.npy,glucocorticoid receptor agonist
P015077,J19,s1,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s1_w6AA38AE8D-6B7E-4963-A4F2-3BDAF58DB18F.npy,glucocorticoid receptor agonist
P015077,J19,s2,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s2_w623A3CA22-20C6-41AD-AEED-B5261614372F.npy,glucocorticoid receptor agonist
P015077,J19,s3,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s3_w626D391A2-97F8-40C1-A767-99B2404EE8BA.npy,glucocorticoid receptor agonist
P015077,J19,s4,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s4_w62051E27C-A4F5-4962-9B7C-40CB8B40D81C.npy,glucocorticoid receptor agonist
P015077,J19,s5,CBK307994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s5_w69836C518-CB50-46D5-B03F-A0D92B0D93F3.npy,glucocorticoid receptor agonist
P015077,L13,s1,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L13_s1_w6EAA6436D-0A1E-4482-8F26-8E7F0015EDD2.npy,glucocorticoid receptor agonist
P015077,L13,s2,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L13_s2_w6F2A8EB59-F027-4337-8676-3F86C59D0C41.npy,glucocorticoid receptor agonist
P015077,L13,s3,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L13_s3_w6F88F6B68-30F7-4336-925B-A37478850527.npy,glucocorticoid receptor agonist
P015077,L13,s4,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L13_s4_w60E8BB541-FB89-41E4-841F-B048684520A6.npy,glucocorticoid receptor agonist
P015077,L13,s5,CBK041854,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L13_s5_w615EA3EE0-CBBB-4801-B855-AE36966FE90F.npy,glucocorticoid receptor agonist
P015082,E02,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_E02_s1_w6FAF1343F-8A83-4299-A754-44FC936D1690.npy,EGFR inhibitor
P015082,E02,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_E02_s2_w63BCF2729-8D78-4327-A17F-329AB1209F2D.npy,EGFR inhibitor
P015082,E02,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_E02_s3_w6A34A1D11-AA45-4BC8-89C4-F2DB0D2866CF.npy,EGFR inhibitor
P015082,E02,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_E02_s4_w699EDCEA3-9B89-48E0-AA2D-7EBC4FCDC619.npy,EGFR inhibitor
P015082,E02,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_E02_s5_w66376F136-43EF-48CF-85CD-EFAD26EBEEF4.npy,EGFR inhibitor
P015082,N22,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_N22_s1_w6F6706AA7-238B-4414-956C-A0AB84A12A04.npy,EGFR inhibitor
P015082,N22,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_N22_s2_w6C3E4FB22-6F1B-4C19-AF5F-43EBE3029291.npy,EGFR inhibitor
P015082,N22,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_N22_s3_w6194783B1-7CA2-4E87-89FD-7FDAF8FB2225.npy,EGFR inhibitor
P015082,N22,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_N22_s4_w61EDF9D48-2F99-4A2F-88EC-BFE4459F0779.npy,EGFR inhibitor
P015082,N22,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_N22_s5_w6E016A9BA-3941-4EBD-9F7B-A522CE52AA71.npy,EGFR inhibitor
P015082,O21,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_O21_s1_w697EDC68D-1C9E-4DDC-85FB-8FAE0249E124.npy,EGFR inhibitor
P015082,O21,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_O21_s2_w6750A396E-1F09-45C6-ACC4-0E354E9F2AFE.npy,EGFR inhibitor
P015082,O21,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_O21_s3_w6F13A4C89-5DBA-437D-AE9D-86ED22835036.npy,EGFR inhibitor
P015082,O21,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_O21_s4_w6CC98F8B1-69C0-4924-BA2D-84AE4E296EE4.npy,EGFR inhibitor
P015082,O21,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_O21_s5_w69D11D23D-25BA-45AD-8014-FE5C280C5B86.npy,EGFR inhibitor
P015083,C21,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_C21_s1_w6C7D9E614-008D-4B76-980B-92BCB3383DDB.npy,EGFR inhibitor
P015083,C21,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_C21_s2_w6A2303967-0D63-4330-8A53-4101255E3717.npy,EGFR inhibitor
P015083,C21,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_C21_s3_w691BF7D86-CFC5-4685-B83E-7501C73AFA09.npy,EGFR inhibitor
P015083,C21,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_C21_s4_w62E14BD70-8221-4266-8C6B-2BE08953D0CE.npy,EGFR inhibitor
P015083,C21,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_C21_s5_w692D23A81-E68C-4174-A5F3-B647A8320A02.npy,EGFR inhibitor
P015083,E22,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_E22_s1_w626489574-09BA-443F-858B-EF50957504C6.npy,EGFR inhibitor
P015083,E22,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_E22_s2_w62A4B2A3E-D9C9-4A2E-AAD1-6A378930E961.npy,EGFR inhibitor
P015083,E22,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_E22_s3_w61D3CC948-2497-4630-9FE0-02899FCC1148.npy,EGFR inhibitor
P015083,E22,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_E22_s4_w62DBA7496-C91A-4E3C-92DA-E9F8DADFD3BC.npy,EGFR inhibitor
P015083,E22,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_E22_s5_w6ED5A0941-1053-4120-8D26-1375C09E75BC.npy,EGFR inhibitor
P015083,I15,s1,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_I15_s1_w646145733-2C75-4747-875E-9EA450055500.npy,EGFR inhibitor
P015083,I15,s2,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_I15_s2_w6A5C16515-1850-42AF-BA3C-77C644FAF322.npy,EGFR inhibitor
P015083,I15,s3,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_I15_s3_w6713421B6-F762-4B79-AB50-27EEB471D977.npy,EGFR inhibitor
P015083,I15,s4,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_I15_s4_w6EA934A5F-E307-4EE2-A09B-F1E465F25F11.npy,EGFR inhibitor
P015083,I15,s5,CBK200981,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_I15_s5_w6CD25D2B3-E99E-475E-869F-A97FFB44CF9C.npy,EGFR inhibitor
P015088,B03,s1,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B03_s1_w6A625AF80-9D08-4690-BCC2-997AEE72CFA5.npy,glucocorticoid receptor agonist
P015088,B03,s2,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B03_s2_w699AEFE74-31A7-4C15-901A-E79B02BC787D.npy,glucocorticoid receptor agonist
P015088,B03,s3,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B03_s3_w6C88E1827-29DB-4A11-B14B-C8D5FB954410.npy,glucocorticoid receptor agonist
P015088,B03,s4,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B03_s4_w6FC7A2E58-8F78-4523-9346-537534CBD993.npy,glucocorticoid receptor agonist
P015088,B03,s5,CBK041994,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B03_s5_w65F5B1316-93AA-4AD9-A103-67AFA55E11FF.npy,glucocorticoid receptor agonist
P015088,B07,s1,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B07_s1_w6294386F5-0548-4D1F-9873-446B19484E7C.npy,EGFR inhibitor
P015088,B07,s2,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B07_s2_w6A7982B83-2E94-4799-9A8F-EFC9D5743C81.npy,EGFR inhibitor
P015088,B07,s3,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B07_s3_w6E83CE538-773B-4823-AB93-2F4E605B46A2.npy,EGFR inhibitor
P015088,B07,s4,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B07_s4_w6451A6868-ACAD-492B-A89D-4408E7E0A745.npy,EGFR inhibitor
P015088,B07,s5,CBK013405,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B07_s5_w61A9A85BA-1C82-4EBB-9BA2-D9B82BFB1FD4.npy,EGFR inhibitor
P015088,B08,s1,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B08_s1_w685471E50-2F20-43ED-9159-E4DFDBE81235.npy,glucocorticoid receptor agonist
P015088,B08,s2,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B08_s2_w672CBFCE1-D13E-407F-8069-D293065A98C1.npy,glucocorticoid receptor agonist
P015088,B08,s3,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B08_s3_w6E766C9FA-CD8B-4166-B196-734610A1ABCE.npy,glucocorticoid receptor agonist
P015088,B08,s4,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B08_s4_w6F8C10F34-C4BF-45A2-A73B-1FCF2BDB402F.npy,glucocorticoid receptor agonist
P015088,B08,s5,CBK041982,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B08_s5_w62AE5E715-180F-4B19-9B58-B4ACD8715DF5.npy,glucocorticoid receptor agonist
P015088,B12,s1,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B12_s1_w69B23854B-5796-4E2B-8835-6644F5378BF5.npy,EGFR inhibitor
P015088,B12,s2,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B12_s2_w6DF65FA70-CF6E-40D9-97E1-D3C5F38E2850.npy,EGFR inhibitor
P015088,B12,s3,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B12_s3_w643182427-A07E-4E40-887F-7F51C47E35EC.npy,EGFR inhibitor
P015088,B12,s4,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B12_s4_w62F8A2589-9D65-402B-AF25-507A69B4AD76.npy,EGFR inhibitor
P015088,B12,s5,CBK290830,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B12_s5_w694634CA3-BA47-471F-8CAC-FE25BF15C8A4.npy,EGFR inhibitor
P015088,B15,s1,CBK290280,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B15_s1_w62EFACBE2-0D6D-475D-8767-B66729949AAA.npy,EGFR inhibitor
P015088,B15,s2,CBK290280,/scratch2-shared/phil/new_moas_numpy_data/bf/specs935-v1-FA-P015088-U2OS-48h-P7-L1-TL_B15_s2_w65DFB478A-ACEF-4E30-B063-BD766FBA7861.npy,EGFR inhibitor
