plate,well,site,compound,batch_id,path,moa
P015076,M06,s4,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_M06_s4_w6E4AB03EA-68B0-4947-AB24-D631A9DC138C.npy,retinoid receptor agonist
P015076,M06,s5,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_M06_s5_w65537F3E4-20B5-4AAC-A0BB-393FB059CBD2.npy,retinoid receptor agonist
P015076,M15,s1,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_M15_s1_w64AD038BD-4847-4DDF-84A4-98300DD29AD5.npy,glucocorticoid receptor agonist
P015076,M15,s2,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_M15_s2_w6B46F92FE-CA36-4ED1-BE51-7FD746A36934.npy,glucocorticoid receptor agonist
P015076,M15,s3,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_M15_s3_w6D8D61080-9234-4C2C-BA31-418707BCF8F5.npy,glucocorticoid receptor agonist
P015076,M15,s4,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_M15_s4_w6143362A6-913A-48F0-8995-38A29ADD1D7E.npy,glucocorticoid receptor agonist
P015076,M15,s5,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_M15_s5_w669C16C51-5089-46E5-B902-DFCE36D28686.npy,glucocorticoid receptor agonist
P015077,E12,s1,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E12_s1_w6A5C9A5B4-B28D-4AD0-9386-0DA735961669.npy,retinoid receptor agonist
P015077,E12,s2,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E12_s2_w675CDA3F4-795D-4F30-9DAC-0EB0BCE0D5CC.npy,retinoid receptor agonist
P015077,E12,s3,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E12_s3_w6648E3D22-D3D4-464E-B2FF-583C2008305A.npy,retinoid receptor agonist
P015077,E12,s4,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E12_s4_w6AB822C54-987E-454C-9E2F-02E61B5A87E0.npy,retinoid receptor agonist
P015077,E12,s5,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E12_s5_w6F3213F7B-B0FA-40BB-9BBF-A9958EB5814C.npy,retinoid receptor agonist
P015077,F13,s1,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F13_s1_w696B286ED-F6C2-402F-92C4-728F585A0245.npy,glucocorticoid receptor agonist
P015077,F13,s2,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F13_s2_w6AA9EA97F-A761-44FA-AC64-B4111D6A38DB.npy,glucocorticoid receptor agonist
P015077,F13,s3,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F13_s3_w61EB21B47-A612-4F6A-9A8E-FCB9BE852995.npy,glucocorticoid receptor agonist
P015077,F13,s4,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F13_s4_w619BB93F3-E5D4-4792-99C3-1EA1516B7895.npy,glucocorticoid receptor agonist
P015077,F13,s5,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F13_s5_w6EE2971BF-C2D5-4E10-B6C0-E8FF9E3AF6AA.npy,glucocorticoid receptor agonist
P015077,G05,s1,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_G05_s1_w69FD4D9F2-BBDB-4577-B96D-67A2766A0C73.npy,glucocorticoid receptor agonist
P015077,G05,s2,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_G05_s2_w694AD35E3-E540-4E84-B328-C6D5DE89E9EE.npy,glucocorticoid receptor agonist
P015077,G05,s3,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_G05_s3_w68F9078B9-12AC-4998-9971-3E9FE654E6F0.npy,glucocorticoid receptor agonist
P015077,G05,s4,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_G05_s4_w689E12198-A255-4F4C-B3FF-55D73111E4CE.npy,glucocorticoid receptor agonist
P015077,G05,s5,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_G05_s5_w6C52991BB-D77E-492F-BD99-61BC271B2283.npy,glucocorticoid receptor agonist
P015077,H22,s1,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H22_s1_w6D89E6DF9-ECA5-4655-B819-39468A39EBB6.npy,retinoid receptor agonist
P015077,H22,s2,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H22_s2_w651C7AF99-0A7F-491C-9700-4D009B80D01D.npy,retinoid receptor agonist
P015077,H22,s3,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H22_s3_w6B4AF7151-F414-4A92-895C-2C434CCF3F18.npy,retinoid receptor agonist
P015077,H22,s4,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H22_s4_w64E3A6F9D-938B-47D7-873F-148B41F077E9.npy,retinoid receptor agonist
P015077,H22,s5,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H22_s5_w6BAEAE604-729F-4071-BF44-DB95E08F3FC1.npy,retinoid receptor agonist
P015077,J11,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J11_s1_w6AC1ECCA1-A2E7-467E-A260-850D3FDB5E35.npy,cyclooxygenase inhibitor
P015077,J11,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J11_s2_w6F2AA9637-8148-4AFB-9D03-EFDAE75A85DB.npy,cyclooxygenase inhibitor
P015077,J11,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J11_s3_w6206AD504-98A8-4E74-92FB-7D84861558A3.npy,cyclooxygenase inhibitor
P015077,J11,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J11_s4_w61F9A7E85-A292-486D-BAD8-E62775724822.npy,cyclooxygenase inhibitor
P015077,J11,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J11_s5_w67B8236A5-3D0F-42ED-A2F6-17D0E192AFA7.npy,cyclooxygenase inhibitor
P015077,J19,s1,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s1_w6AA38AE8D-6B7E-4963-A4F2-3BDAF58DB18F.npy,glucocorticoid receptor agonist
P015077,J19,s2,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s2_w623A3CA22-20C6-41AD-AEED-B5261614372F.npy,glucocorticoid receptor agonist
P015077,J19,s3,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s3_w626D391A2-97F8-40C1-A767-99B2404EE8BA.npy,glucocorticoid receptor agonist
P015077,J19,s4,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s4_w62051E27C-A4F5-4962-9B7C-40CB8B40D81C.npy,glucocorticoid receptor agonist
P015077,J19,s5,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_J19_s5_w69836C518-CB50-46D5-B03F-A0D92B0D93F3.npy,glucocorticoid receptor agonist
P015077,L21,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L21_s1_w6C05DB7BA-1CF8-4E3A-913F-E8095CC746E5.npy,cyclooxygenase inhibitor
P015077,L21,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L21_s2_w684A9C70B-79C9-41ED-9AA4-7D3B9DAE6C79.npy,cyclooxygenase inhibitor
P015077,L21,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L21_s3_w6C41511F4-24C6-47D1-932E-F38CB6B7431E.npy,cyclooxygenase inhibitor
P015077,L21,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L21_s4_w67312A0F9-76C8-4102-9F41-1F34D9E7FE01.npy,cyclooxygenase inhibitor
P015077,L21,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_L21_s5_w6CAD81A70-0191-4012-A3A4-979246B59B33.npy,cyclooxygenase inhibitor
P015077,N22,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_N22_s1_w685CA60EC-864A-4C4A-975C-1DF6FD21A4C1.npy,cyclooxygenase inhibitor
P015077,N22,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_N22_s2_w6DF2833DE-EF4A-412A-89C8-C72DA4E60D9F.npy,cyclooxygenase inhibitor
P015077,N22,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_N22_s3_w6ACA98321-CDA0-433A-A1D6-989836594A87.npy,cyclooxygenase inhibitor
P015077,N22,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_N22_s4_w6D47E9EE8-9F66-45E5-A6BB-831D3B9EE27E.npy,cyclooxygenase inhibitor
P015077,N22,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_N22_s5_w6DE695652-6C15-4140-9C0E-D8756F13C08C.npy,cyclooxygenase inhibitor
P015077,O17,s1,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_O17_s1_w65953325F-32DB-44F4-8C80-E8F6C04A57BC.npy,retinoid receptor agonist
P015077,O17,s2,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_O17_s2_w6E5508C77-04A6-454E-8CEF-59A0C3ED8454.npy,retinoid receptor agonist
P015077,O17,s3,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_O17_s3_w6EBBA6C93-99C8-4F20-8997-A8013A9D4BAC.npy,retinoid receptor agonist
P015077,O17,s4,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_O17_s4_w61ED2CC41-D30F-4394-9388-E4D03F084CF7.npy,retinoid receptor agonist
P015077,O17,s5,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_O17_s5_w6B907F4DE-B40B-47E4-AB37-77CDB714F395.npy,retinoid receptor agonist
P015080,B11,s1,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL_B11_s1_w69412D7C5-3DED-42C6-8D61-7133B8C95933.npy,cyclooxygenase inhibitor
P015080,B11,s2,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL_B11_s2_w67C1F3A43-8781-4A74-83F0-3562F248C3D5.npy,cyclooxygenase inhibitor
P015080,B11,s3,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL_B11_s3_w6678363B5-5D9C-4353-8904-23697530C512.npy,cyclooxygenase inhibitor
P015080,B11,s4,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL_B11_s4_w680BF9E8C-438C-45FF-9A62-10064CDCB60B.npy,cyclooxygenase inhibitor
P015080,B11,s5,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL_B11_s5_w6D14E616E-5916-41F7-818E-8FAE414B8891.npy,cyclooxygenase inhibitor
P015080,D16,s1,CBK200949,BJ1895967,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_D16_s1_w62D163DF2-E70C-4820-A3C1-213EB92808E4.npy,topoisomerase inhibitor
P015080,D16,s2,CBK200949,BJ1895967,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_D16_s2_w6F1314849-EFEE-4A69-86C1-E536AE0657E3.npy,topoisomerase inhibitor
P015080,D16,s3,CBK200949,BJ1895967,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_D16_s3_w62C62D1D6-4A95-4C2F-B28A-4A75B37A0676.npy,topoisomerase inhibitor
P015080,D16,s4,CBK200949,BJ1895967,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_D16_s4_w667D76A9F-4C23-455C-958C-6BAF9E9A6210.npy,topoisomerase inhibitor
P015080,D16,s5,CBK200949,BJ1895967,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_D16_s5_w6F454BEB7-9502-4CC4-BC97-6ABE2F041253.npy,topoisomerase inhibitor
P015080,L23,s1,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_L23_s1_w63EBFCD12-6204-44FD-9D64-848566799565.npy,cyclooxygenase inhibitor
P015080,L23,s2,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_L23_s2_w6EFFB6255-32E4-495F-AC7B-D15538101559.npy,cyclooxygenase inhibitor
P015080,L23,s3,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_L23_s3_w6AC1D2BF0-7A7C-46BE-82EB-93FDDFBF7C7F.npy,cyclooxygenase inhibitor
P015080,L23,s4,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_L23_s4_w62FECD699-A618-4672-B6DC-AD8324DBEDBC.npy,cyclooxygenase inhibitor
P015080,L23,s5,CBK290960,BJ1897582,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL-run2_L23_s5_w62D2FBE8F-165C-40F9-8B51-DC4256EE12F5.npy,cyclooxygenase inhibitor
