plate,well,site,bf_site,compound,batch_id,path,moa
P015076,C09,s4,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C09_s4_w5648FD089-4E41-4D06-A825-FB52814AA997.npy,phosphodiesterase inhibitor
P015076,C09,s5,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C09_s5_w56AB70BF4-3798-4A47-937D-B2C58057A1D9.npy,phosphodiesterase inhibitor
P015076,C09,s6,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C09_s6_w5AC09FB0B-55BC-40D9-AD40-CF34533241AD.npy,phosphodiesterase inhibitor
P015076,C09,s8,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C09_s8_w53FABE8AC-FB28-4206-AA52-8E63225C088B.npy,phosphodiesterase inhibitor
P015076,C10,s2,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s2_w5ABBD8A6B-05B1-4D92-8513-22B4883CBF8D.npy,cyclooxygenase inhibitor
P015076,C10,s4,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s4_w50101FC9F-C932-43EA-939B-FD99B0011E83.npy,cyclooxygenase inhibitor
P015076,C10,s5,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s5_w57005BA15-C4F4-4C7D-9CDD-F296CD4FCA7A.npy,cyclooxygenase inhibitor
P015076,C10,s6,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s6_w532D16F11-751C-4CB5-BAB6-746EE58431A5.npy,cyclooxygenase inhibitor
P015076,C10,s8,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s8_w5634307BD-BDF3-4ED7-94ED-E6D8220F37AE.npy,cyclooxygenase inhibitor
P015076,C21,s2,s1,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s2_w55E6C0349-E79D-48E8-9210-3781E808F910.npy,retinoid receptor agonist
P015076,C21,s4,s2,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s4_w54F1781DB-DC07-473E-AC5C-99E48C26B357.npy,retinoid receptor agonist
P015076,C21,s5,s3,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s5_w5EC3C937C-FB0B-487C-97BB-20C90F2C1835.npy,retinoid receptor agonist
P015076,C21,s6,s4,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s6_w5ED77FB1E-84B7-4E39-A519-E5592F39660D.npy,retinoid receptor agonist
P015076,C21,s8,s5,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s8_w5FAC1A628-F48A-458C-BD33-97A3D7A48469.npy,retinoid receptor agonist
P015076,D02,s2,s1,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s2_w5AF10A8B5-2792-4611-9319-9FEB43C1DA6B.npy,phosphodiesterase inhibitor
P015076,D02,s4,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s4_w52003ACFD-B1EE-455C-858A-3329529888DE.npy,phosphodiesterase inhibitor
P015076,D02,s5,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s5_w5A02FD740-948C-430A-A0B6-672E3D6A6FC4.npy,phosphodiesterase inhibitor
P015076,D02,s6,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s6_w55D5D2C33-68E3-4BD4-BDD4-20DEEF52CD28.npy,phosphodiesterase inhibitor
P015076,D02,s8,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s8_w5D2B803B7-A93C-44BA-8799-9ADAED7D98D4.npy,phosphodiesterase inhibitor
P015076,D04,s2,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s2_w575AABB8F-EB54-4876-921D-1E47DC5C1D9E.npy,cyclooxygenase inhibitor
P015076,D04,s4,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s4_w538C3A60A-F66C-48DF-9F45-8BA117A280A9.npy,cyclooxygenase inhibitor
P015076,D04,s5,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s5_w55274E241-8D12-47D1-830B-103CB6D35B69.npy,cyclooxygenase inhibitor
P015076,D04,s6,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s6_w593A9D671-F380-411C-AC4E-20CD43C08E40.npy,cyclooxygenase inhibitor
P015076,D04,s8,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s8_w5D1DD5AD3-4FD2-4F7B-9297-81C703D2527E.npy,cyclooxygenase inhibitor
P015076,E20,s2,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s2_w5C0FAFA01-1A05-4032-A783-832DE41F1331.npy,cyclooxygenase inhibitor
P015076,E20,s4,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s4_w5625DCD62-D721-4D4D-B8C2-3E74D8BDC043.npy,cyclooxygenase inhibitor
P015076,E20,s5,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s5_w5C89959A8-E93D-4241-982B-98F85557CF9C.npy,cyclooxygenase inhibitor
P015076,E20,s6,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s6_w575467665-BFFE-4557-A879-78E4CECB4DDB.npy,cyclooxygenase inhibitor
P015076,E20,s8,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s8_w520D7BFDD-51A5-4BC7-ADA1-2189800693CD.npy,cyclooxygenase inhibitor
P015076,E23,s2,s1,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s2_w51900D8C3-B7FC-4459-9E33-9550B70F0AB0.npy,topoisomerase inhibitor
P015076,E23,s4,s2,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s4_w52B224E90-C5AE-4C56-A83C-E70B1C7E1168.npy,topoisomerase inhibitor
P015076,E23,s5,s3,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s5_w50704ADDB-E486-4D3A-90C2-B888ADCCF111.npy,topoisomerase inhibitor
P015076,E23,s6,s4,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s6_w53745E3D1-CF1C-4883-93D4-C2247A0A9060.npy,topoisomerase inhibitor
P015076,E23,s8,s5,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s8_w59E4A2A29-9146-4DE8-A8B1-F00D5D5960EF.npy,topoisomerase inhibitor
P015076,F20,s2,s1,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s2_w581E34B70-9CAD-4050-8CB8-3DEA634B82FB.npy,phosphodiesterase inhibitor
P015076,F20,s4,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s4_w51314927A-33CF-4FE5-AA9C-37AE0940D3B4.npy,phosphodiesterase inhibitor
P015076,F20,s5,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s5_w50A01AAFA-9BDB-4A56-A166-5F2902BCFB11.npy,phosphodiesterase inhibitor
P015076,F20,s6,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s6_w5261EEFE9-5D1C-4726-B0F5-B0C271E564A7.npy,phosphodiesterase inhibitor
P015076,F20,s8,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s8_w53BDA1E17-A050-407F-9D16-8E30402086D8.npy,phosphodiesterase inhibitor
P015076,H13,s2,s1,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s2_w5166F0348-158D-477D-AFD5-FCBC5A551975.npy,topoisomerase inhibitor
P015076,H13,s4,s2,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s4_w5313161D4-8152-40AF-B7E8-466B7D1C600F.npy,topoisomerase inhibitor
P015076,H13,s5,s3,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s5_w5A9BFCC79-B51D-4DD7-AAC1-B593D116F6B0.npy,topoisomerase inhibitor
P015076,H13,s6,s4,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s6_w5A735B931-5823-4DD7-9B86-D8BCDD1CEF9F.npy,topoisomerase inhibitor
P015076,H13,s8,s5,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s8_w5BF605F8F-A5E8-4DAD-A2BD-74DB42B2ABB8.npy,topoisomerase inhibitor
P015076,H23,s2,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s2_w557C98365-BE27-49FC-8228-CE82550B36F6.npy,cyclooxygenase inhibitor
P015076,H23,s4,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s4_w5FB0DA07C-A2BA-4A64-A84B-62BEEF81007E.npy,cyclooxygenase inhibitor
P015076,H23,s5,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s5_w51F0779D8-5AFE-4161-AE8F-2F361CDE78A7.npy,cyclooxygenase inhibitor
P015076,H23,s6,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s6_w59E1EB04E-06B5-4AC8-8047-57C4662DE05B.npy,cyclooxygenase inhibitor
P015076,H23,s8,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s8_w5D12C894A-FB02-4FF8-A187-2FDA01539A61.npy,cyclooxygenase inhibitor
P015076,J05,s2,s1,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s2_w5B53162AF-0A60-4CC1-952D-039AC26B988B.npy,topoisomerase inhibitor
P015076,J05,s4,s2,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s4_w5A34638BC-A49E-49AD-9595-AEF7F759CDB6.npy,topoisomerase inhibitor
P015076,J05,s5,s3,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s5_w5099D9DF5-DC29-45CD-B099-07FD803C8FF6.npy,topoisomerase inhibitor
P015076,J05,s6,s4,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s6_w5092718A3-597B-455C-B9FA-EB50ED24FEB5.npy,topoisomerase inhibitor
P015076,J05,s8,s5,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s8_w561CC3EFF-D6DA-4467-838B-0EAAF02060B4.npy,topoisomerase inhibitor
P015076,K10,s2,s1,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s2_w526B3C25F-2283-487D-B7F2-B10EB423A2C4.npy,retinoid receptor agonist
P015076,K10,s4,s2,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s4_w5148FD152-58A2-4437-BBA2-EB57A8EA4FCB.npy,retinoid receptor agonist
P015076,K10,s5,s3,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s5_w5D438788F-C20F-4B2D-96C3-A3D497FD25C7.npy,retinoid receptor agonist
P015076,K10,s6,s4,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s6_w56F11EF1A-7603-4D5B-881B-8701101F60FF.npy,retinoid receptor agonist
P015076,K10,s8,s5,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s8_w5D862E86F-A244-46EE-A9EF-F529236ADA23.npy,retinoid receptor agonist
P015076,O19,s2,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_O19_s2_w5925FA7E8-9FCE-4B54-A93A-E0FDF112FFA2.npy,cyclooxygenase inhibitor
P015076,O19,s4,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_O19_s4_w5A187B18A-9D69-488F-ABD2-02EC49DF26A9.npy,cyclooxygenase inhibitor
P015076,O19,s5,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_O19_s5_w59757369F-2AFF-430A-8811-5332AB2CBBEF.npy,cyclooxygenase inhibitor
P015076,O19,s6,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_O19_s6_w53DA8C8B2-BD53-4B51-8AAF-95335F03865B.npy,cyclooxygenase inhibitor
P015076,O19,s8,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_O19_s8_w5BC98514C-1379-4281-AB51-9605CEA3DC21.npy,cyclooxygenase inhibitor
P015077,B20,s2,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_B20_s2_w500CADA26-8112-4148-A4B0-DCA3DB5B937F.npy,cyclooxygenase inhibitor
P015077,B20,s4,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_B20_s4_w5C42EFA6F-6A4B-4232-A869-BD2DAB671D6F.npy,cyclooxygenase inhibitor
P015077,B20,s5,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_B20_s5_w50C04022D-A4E5-477B-8C69-8B3785F574FD.npy,cyclooxygenase inhibitor
P015077,B20,s6,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_B20_s6_w52D0B532E-C2DB-466F-8AFE-630C446111A0.npy,cyclooxygenase inhibitor
P015077,B20,s8,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_B20_s8_w59C831810-BF01-4159-9552-7632C028F799.npy,cyclooxygenase inhibitor
P015077,C07,s2,s1,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s2_w584C17829-0E4D-4E8D-A3B3-1800C600220C.npy,topoisomerase inhibitor
P015077,C07,s4,s2,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s4_w5F5287F64-79CC-4A7D-99E3-E4548726A063.npy,topoisomerase inhibitor
P015077,C07,s5,s3,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s5_w529BA9EAE-FC21-47EE-9464-B0FA8CF5E375.npy,topoisomerase inhibitor
P015077,C07,s6,s4,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s6_w5D98DF9E9-91A3-41CF-A096-9AC477B01BE6.npy,topoisomerase inhibitor
P015077,C07,s8,s5,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s8_w589A18C78-B09B-4BFB-8F1E-AE597A722325.npy,topoisomerase inhibitor
P015077,D06,s2,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_D06_s2_w53AB90FC3-0FAB-4351-A988-8F4F1EE9D5B1.npy,cyclooxygenase inhibitor
P015077,D06,s4,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_D06_s4_w5588DF885-AEDF-4622-A5FC-A735AA34B307.npy,cyclooxygenase inhibitor
P015077,D06,s5,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_D06_s5_w53E5CDEFC-58C5-4B2B-840E-38D2B84557B5.npy,cyclooxygenase inhibitor
P015077,D06,s6,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_D06_s6_w55F3F0B62-1071-4C66-8317-58AC37A6EADF.npy,cyclooxygenase inhibitor
P015077,D06,s8,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_D06_s8_w57904CE8A-731C-4E36-A986-E1AD30FEF2D8.npy,cyclooxygenase inhibitor
P015077,F12,s2,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F12_s2_w593E7F467-979D-422B-AB14-E079B4748CB2.npy,cyclooxygenase inhibitor
P015077,F12,s4,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F12_s4_w57FEAF0B2-32B5-4503-A0C5-7D48DED52F49.npy,cyclooxygenase inhibitor
P015077,F12,s5,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F12_s5_w5A78F60BE-0852-463B-B931-08930D39D2E0.npy,cyclooxygenase inhibitor
P015077,F12,s6,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F12_s6_w5988D34F5-847D-4198-8FEE-455E22F1CE24.npy,cyclooxygenase inhibitor
P015077,F12,s8,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_F12_s8_w55FC65BE1-FF9E-43FC-95C4-7A0FE54435CE.npy,cyclooxygenase inhibitor
P015077,H14,s2,s1,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_H14_s2_w57CE745C2-DF1A-483A-98FD-1CD074EB6BB7.npy,phosphodiesterase inhibitor
P015077,H14,s4,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_H14_s4_w557C88AA5-E818-4103-9A4C-5AAB43B6403B.npy,phosphodiesterase inhibitor
P015077,H14,s5,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_H14_s5_w59A96A335-2F01-4CCE-90AB-E72C3314AF32.npy,phosphodiesterase inhibitor
P015077,H14,s6,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_H14_s6_w59E1EFADF-B1EE-4292-BF12-468F56BD0EEE.npy,phosphodiesterase inhibitor
P015077,H14,s8,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_H14_s8_w5722C0275-5234-41DF-ABEC-C0C1C7F05077.npy,phosphodiesterase inhibitor
P015077,I13,s2,s1,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s2_w532CDA819-D50E-43BC-9A9A-E0EFD7F57465.npy,retinoid receptor agonist
P015077,I13,s4,s2,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s4_w51DD2C951-1FEC-4D62-880D-165E4FA04B8B.npy,retinoid receptor agonist
P015077,I13,s5,s3,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s5_w5A59DFD98-E1D9-4F01-B621-26661ADF0132.npy,retinoid receptor agonist
P015077,I13,s6,s4,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s6_w5D169FE8A-E4A9-422A-BA71-8CF0B513EB71.npy,retinoid receptor agonist
P015077,I13,s8,s5,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s8_w5E887A9B8-7308-406F-91E2-39BAAA2F9FFA.npy,retinoid receptor agonist
P015077,I17,s2,s1,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I17_s2_w51FD90D87-F0BE-44BF-8BB4-2EBFAE2BF5FB.npy,phosphodiesterase inhibitor
