plate,well,site,compound,batch_id,path,moa
P015076,D04,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D04_s2_w64A08E1D1-3AA0-4872-8FA4-313661E14722.npy,cyclooxygenase inhibitor
P015076,D04,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D04_s3_w63BB06D52-44ED-4A7F-AE15-659A10C98AEC.npy,cyclooxygenase inhibitor
P015076,D04,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D04_s4_w628814866-C175-4243-B429-44DC890FF1F7.npy,cyclooxygenase inhibitor
P015076,D04,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_D04_s5_w6F920EEE1-FA53-4BEF-804D-1D5D41B6B435.npy,cyclooxygenase inhibitor
P015076,E20,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_E20_s1_w6CD275AC7-EDCE-4A01-B76A-9D5FB57D02C5.npy,cyclooxygenase inhibitor
P015076,E20,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_E20_s2_w6C0F7B6C4-8238-4C70-898A-B9B4A806FA29.npy,cyclooxygenase inhibitor
P015076,E20,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_E20_s3_w6309F41EF-24F3-40EB-94B9-87124053BBBC.npy,cyclooxygenase inhibitor
P015076,E20,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_E20_s4_w67D54EC57-20DC-4E57-9602-65581026D20B.npy,cyclooxygenase inhibitor
P015076,E20,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_E20_s5_w661E2B91B-561E-42F5-ABAE-E58230F2B3F5.npy,cyclooxygenase inhibitor
P015076,F20,s1,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F20_s1_w62FE3D7E9-D06E-42B8-9CF3-A80A580B8983.npy,phosphodiesterase inhibitor
P015076,F20,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F20_s2_w63D7E6C79-51EF-43C8-9058-AB1FB0FF6A28.npy,phosphodiesterase inhibitor
P015076,F20,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F20_s3_w6DC0B1231-45BB-4C7E-B4A6-F360A86A6EAB.npy,phosphodiesterase inhibitor
P015076,F20,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F20_s4_w63F5B1562-82ED-4CB9-A7DF-3AFAE8B6DD46.npy,phosphodiesterase inhibitor
P015076,F20,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F20_s5_w60C0232CF-848B-40DE-8669-1D05467A87FB.npy,phosphodiesterase inhibitor
P015076,F22,s1,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F22_s1_w6994A42BD-6AFA-4560-9B3D-9752B0A40DD9.npy,glucocorticoid receptor agonist
P015076,F22,s2,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F22_s2_w637868E75-F7F1-41A1-A2E5-07DD6A526E30.npy,glucocorticoid receptor agonist
P015076,F22,s3,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F22_s3_w668B36CC8-09E9-48AC-AA31-3526C327B1AB.npy,glucocorticoid receptor agonist
P015076,F22,s4,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F22_s4_w6C321B958-EAA6-4EDB-9FF3-7249255E28B1.npy,glucocorticoid receptor agonist
P015076,F22,s5,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_F22_s5_w6AF622B2F-BC05-4033-A6B8-CF892463289F.npy,glucocorticoid receptor agonist
P015076,H20,s1,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H20_s1_w6868D021A-1B29-44FA-9044-C7E43734C6A0.npy,glucocorticoid receptor agonist
P015076,H20,s2,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H20_s2_w6886DD9B1-9D07-460D-9FB1-CCFB9FB0D56D.npy,glucocorticoid receptor agonist
P015076,H20,s3,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H20_s3_w663993303-3A74-436E-8945-C3A91D836280.npy,glucocorticoid receptor agonist
P015076,H20,s4,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H20_s4_w6DDA86550-D3BB-41A7-B322-3202BC214A82.npy,glucocorticoid receptor agonist
P015076,H20,s5,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H20_s5_w6722B2085-6616-44D2-BB9E-0C3DADFE4FF7.npy,glucocorticoid receptor agonist
P015076,H23,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H23_s1_w6D2BD20B5-CAC7-4C95-8DF0-2B5696F74A0D.npy,cyclooxygenase inhibitor
P015076,H23,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H23_s2_w637FB5213-6660-4A39-AC18-5D11C9509674.npy,cyclooxygenase inhibitor
P015076,H23,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H23_s3_w65DC18783-07F4-4501-905A-DDC5562C24CC.npy,cyclooxygenase inhibitor
P015076,H23,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H23_s4_w65EA598DA-BF2F-450D-A3E7-1018141A3FD6.npy,cyclooxygenase inhibitor
P015076,H23,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_H23_s5_w6DD8DBFCB-A571-492D-B81F-C9D4E24D9199.npy,cyclooxygenase inhibitor
P015076,J21,s1,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_J21_s1_w61887AFC1-025F-411B-8DFE-C725A7353EE2.npy,glucocorticoid receptor agonist
P015076,J21,s2,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_J21_s2_w65BE1A18B-08F0-40DA-83E8-74DC1BE11A77.npy,glucocorticoid receptor agonist
P015076,J21,s3,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_J21_s3_w65FFB10F7-30F8-4BF3-ABE7-3CAB647E7A5B.npy,glucocorticoid receptor agonist
P015076,J21,s4,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_J21_s4_w6CB950454-2B69-4D1F-907B-899CD3C4C68F.npy,glucocorticoid receptor agonist
P015076,J21,s5,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_J21_s5_w6D50718F8-5A34-42C9-99CC-321BDFEB2D20.npy,glucocorticoid receptor agonist
P015076,K10,s1,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_K10_s1_w62CF74DEF-17FD-4FF3-B126-2132F98A562B.npy,retinoid receptor agonist
P015076,K10,s2,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_K10_s2_w6F9359A39-AD87-4F8B-A26A-6A91835D3513.npy,retinoid receptor agonist
P015076,K10,s3,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_K10_s3_w6E0DD8766-117D-4907-B3E6-B0229D67C5F1.npy,retinoid receptor agonist
P015076,K10,s4,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_K10_s4_w66830FE17-ECC6-4E25-8BEB-D6582B2D72D5.npy,retinoid receptor agonist
P015076,K10,s5,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_K10_s5_w62246EEAC-F429-4411-8533-44EFF939DEBE.npy,retinoid receptor agonist
P015076,O19,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_O19_s1_w6E17AA740-5E8E-4CCC-8110-046AE862D2A8.npy,cyclooxygenase inhibitor
P015076,O19,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_O19_s2_w673B13016-51C9-4627-B968-EADB8EDC9C62.npy,cyclooxygenase inhibitor
P015076,O19,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_O19_s3_w68B6DB806-35CA-4A74-A250-BC802F25EE8A.npy,cyclooxygenase inhibitor
P015076,O19,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_O19_s4_w66A860C2E-938C-45F3-BC06-C65B4EE8F435.npy,cyclooxygenase inhibitor
P015076,O19,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_O19_s5_w661A22BF8-B8AE-467F-BA46-011A2305EC8A.npy,cyclooxygenase inhibitor
P015077,B20,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_B20_s1_w63221600D-7933-4ED9-B3A6-50265E8B033C.npy,cyclooxygenase inhibitor
P015077,B20,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_B20_s2_w650653666-105E-432D-B660-892FC64CD21C.npy,cyclooxygenase inhibitor
P015077,B20,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_B20_s3_w6EA155674-4AF6-4C21-A68C-2DF8E3483C03.npy,cyclooxygenase inhibitor
P015077,B20,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_B20_s4_w62D73CA77-EC1D-4F5B-BC33-867544B55EDA.npy,cyclooxygenase inhibitor
P015077,B20,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_B20_s5_w6C15ACBD7-9422-4390-B397-C6B29EF4A2B6.npy,cyclooxygenase inhibitor
P015077,C05,s1,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_C05_s1_w6C172B04C-9CE1-4F96-9281-8F54D28C8FA0.npy,glucocorticoid receptor agonist
P015077,C05,s2,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_C05_s2_w6BD40BBC7-0260-43E8-85BC-2A3B0FADB47B.npy,glucocorticoid receptor agonist
P015077,C05,s3,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_C05_s3_w6BAB4B1EE-720F-4ABA-8626-6957A9A35C6B.npy,glucocorticoid receptor agonist
P015077,C05,s4,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_C05_s4_w6B7E51EC9-D4E5-4C5F-820F-3F2030A5619D.npy,glucocorticoid receptor agonist
P015077,C05,s5,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_C05_s5_w659ED54E3-F624-49C7-8089-305150ACF37C.npy,glucocorticoid receptor agonist
P015077,D06,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_D06_s1_w6BDB9307A-A083-481E-BBEB-547CE05A55AF.npy,cyclooxygenase inhibitor
P015077,D06,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_D06_s2_w628EFF57C-D58A-4545-9E2D-CAE1AE76B61C.npy,cyclooxygenase inhibitor
P015077,D06,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_D06_s3_w66A17A2D3-48F9-47ED-A324-028033B896DD.npy,cyclooxygenase inhibitor
P015077,D06,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_D06_s4_w6214AB036-B680-405B-8809-788C4E346765.npy,cyclooxygenase inhibitor
P015077,D06,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_D06_s5_w63C9A5311-E38C-4348-967A-092A04BEB387.npy,cyclooxygenase inhibitor
P015077,E20,s1,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E20_s1_w691A153B0-7DDB-403E-B71A-7ECB743541E7.npy,glucocorticoid receptor agonist
P015077,E20,s2,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E20_s2_w6FE8C44A9-497D-4A6F-B330-60C577850ED8.npy,glucocorticoid receptor agonist
P015077,E20,s3,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E20_s3_w6C18D6B89-0B14-4601-BFAB-6DD4B6CDCDD2.npy,glucocorticoid receptor agonist
P015077,E20,s4,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E20_s4_w6C8EB6169-CC23-401C-AEA9-FC674D1E7774.npy,glucocorticoid receptor agonist
P015077,E20,s5,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_E20_s5_w6574F2043-709D-45B4-9D4D-560B48327BF1.npy,glucocorticoid receptor agonist
P015077,F12,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F12_s1_w6A9065922-A9E6-48A1-A91F-BE9D85A3D0A0.npy,cyclooxygenase inhibitor
P015077,F12,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F12_s2_w6CAAFABC0-EB7A-4410-BBCE-6893F466D2D4.npy,cyclooxygenase inhibitor
P015077,F12,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F12_s3_w60983113A-2E0C-4995-8D2D-52699BD9D9BA.npy,cyclooxygenase inhibitor
P015077,F12,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F12_s4_w655C2E7EB-AD3B-44C6-9A1E-2956AAC24BA6.npy,cyclooxygenase inhibitor
P015077,F12,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_F12_s5_w67E2537C9-778C-4533-8287-845E99C51551.npy,cyclooxygenase inhibitor
P015077,H14,s1,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H14_s1_w6A282F7EB-F7FB-4441-90A3-6D8415DDB998.npy,phosphodiesterase inhibitor
P015077,H14,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H14_s2_w698EC4E74-2F98-405C-A315-ABAFF8926F74.npy,phosphodiesterase inhibitor
P015077,H14,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H14_s3_w6155E07FC-739A-4096-BFD9-7D4D75953071.npy,phosphodiesterase inhibitor
P015077,H14,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H14_s4_w6A9D7444E-B939-4691-A18A-3B596B130534.npy,phosphodiesterase inhibitor
P015077,H14,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_H14_s5_w6E31E8B8B-FC52-4485-B0C6-601FA36EBBEB.npy,phosphodiesterase inhibitor
