plate,well,site,compound,path,moa
P015078,C14,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C14_s1_w67D342C37-D9A0-41C4-B39A-2E8C8DE6931F.npy,dmso
P015078,C14,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C14_s2_w63B883E8E-70EA-4E0C-AEBF-A03ED7E8E4FF.npy,dmso
P015078,C14,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C14_s3_w6658F38D2-621B-4742-BD65-023C4C259ED5.npy,dmso
P015078,C14,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C14_s4_w6D7A13558-DBDD-46AD-AEA9-19428F36E11F.npy,dmso
P015078,C14,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C14_s5_w6AFACB22C-521B-43E4-B064-0E87D098EDE9.npy,dmso
P015078,C16,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C16_s1_w645F7A156-8C61-45EE-B326-78E8124C2B3E.npy,dmso
P015078,C16,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C16_s2_w6EB61DF6C-AD06-40E7-9AA7-7E4B226BDC36.npy,dmso
P015078,C16,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C16_s3_w6644918C6-AD7F-4EAE-93B3-CC38F379E438.npy,dmso
P015078,C16,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C16_s4_w6748C8C86-0766-40F4-9642-6A914450CD51.npy,dmso
P015078,C16,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_C16_s5_w601D2E51B-86B6-48CA-AB0B-63487EA943B7.npy,dmso
P015078,D22,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_D22_s1_w616804E41-16BB-4A66-8564-037E81CD408F.npy,dmso
P015078,D22,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_D22_s2_w6F7F6D99C-478C-4DEB-AA24-30C6BC220182.npy,dmso
P015078,D22,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_D22_s3_w67956B000-34B6-48C7-B4AB-5BC569F4B8D9.npy,dmso
P015078,D22,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_D22_s4_w6ABE60C40-61E0-4D3F-8D67-E7773DF0DB11.npy,dmso
P015078,D22,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_D22_s5_w68D4375EA-7E19-48B5-9457-DE34D82D1B16.npy,dmso
P015078,E18,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_E18_s1_w63C4972C6-017E-49B7-9198-86EC5C014D3F.npy,dmso
P015078,E18,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_E18_s2_w66C25BBDA-56EE-4019-99DF-2548BBFC489F.npy,dmso
P015078,E18,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_E18_s3_w67162F502-C172-43E3-9FBD-C1DB61DB58E1.npy,dmso
P015078,E18,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_E18_s4_w6088A1E25-97EE-4DB0-9BDD-C98F85623DDF.npy,dmso
P015078,E18,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_E18_s5_w6077AF664-901B-48C5-B628-11EB5AB62504.npy,dmso
P015078,F13,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_F13_s1_w6636C6C17-7FD6-4594-82CE-0975C7A3256B.npy,dmso
P015078,F13,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_F13_s2_w60A652609-B5C1-4BF9-B54A-788F282163A8.npy,dmso
P015078,F13,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_F13_s3_w66353E582-61FF-4C68-9AE6-1C5650A3871E.npy,dmso
P015078,F13,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_F13_s4_w6EE2A86C0-97B2-4066-86C2-20947F450322.npy,dmso
P015078,F13,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_F13_s5_w69EA45DA3-F417-4857-9A74-CDCF1FA8BDC1.npy,dmso
P015078,G09,s1,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G09_s1_w6CAE92920-ECCB-4908-B353-7077A390F476.npy,cyclooxygenase inhibitor
P015078,G09,s2,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G09_s2_w6F0B7C958-68D9-4B82-BCB7-1DDE88677453.npy,cyclooxygenase inhibitor
P015078,G09,s3,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G09_s3_w63CCFEBE4-B303-466A-82A0-7304E6AD3E4B.npy,cyclooxygenase inhibitor
P015078,G09,s4,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G09_s4_w6FC57A92A-359E-4AB0-8398-3CFB7ADE972C.npy,cyclooxygenase inhibitor
P015078,G09,s5,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G09_s5_w6D6F0C570-F044-413C-8CE4-578E2B12C3B2.npy,cyclooxygenase inhibitor
P015078,G17,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G17_s1_w6167C4819-C510-4922-B4E0-F687C1CF9245.npy,dmso
P015078,G17,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G17_s2_w677E31910-FFD1-472F-8D64-8DDC5EC6BABA.npy,dmso
P015078,G17,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G17_s3_w67266C9AD-D31E-4A82-BBBE-2EE77EA200F5.npy,dmso
P015078,G17,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G17_s4_w6A4D15A22-F8B6-4FAC-B854-112E5A3C95EC.npy,dmso
P015078,G17,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G17_s5_w6FD8CD3A0-5E59-4E38-BA3A-62313F09B0FE.npy,dmso
P015078,G20,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G20_s1_w64793FBE4-89AA-4541-BF11-C292D680FBCD.npy,dmso
P015078,G20,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G20_s2_w6441B0F4D-68A5-4906-9E7A-E6A9E67246AC.npy,dmso
P015078,G20,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G20_s3_w61CB55AEA-B5DE-429A-98CF-7A7892816580.npy,dmso
P015078,G20,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G20_s4_w69C061012-D146-466E-BDA1-3F78EF87407A.npy,dmso
P015078,G20,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_G20_s5_w65138FD13-74E8-4E77-B04F-765D470AB9BD.npy,dmso
P015078,H03,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H03_s1_w6BBE69843-36F8-4339-870A-BC83EEA6390D.npy,dmso
P015078,H03,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H03_s2_w63F89E12B-FF41-4F94-97DF-0877CAEC47EF.npy,dmso
P015078,H03,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H03_s3_w668752F97-84FE-4E08-B5DE-70C63E01BF46.npy,dmso
P015078,H03,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H03_s4_w6F097D36E-231C-413B-BBD8-75E2FC36925D.npy,dmso
P015078,H03,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H03_s5_w689E8CF92-075B-4C24-99A1-73D2743ED209.npy,dmso
P015078,H09,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H09_s1_w6634296D7-C6FF-4B03-8420-49987B0F41D5.npy,dmso
P015078,H09,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H09_s2_w6C2FDE7C4-3A13-4D07-B4BF-BC4A4D96207D.npy,dmso
P015078,H09,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H09_s3_w689326B1E-DF92-4E49-AAF1-05DCFC0197C4.npy,dmso
P015078,H09,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H09_s4_w6B5C2F55E-A535-4742-9A35-B9F468F8D63C.npy,dmso
P015078,H09,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H09_s5_w69FEEDBB4-F329-45EB-8618-E08BD976639D.npy,dmso
P015078,H17,s1,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H17_s1_w61532123B-7A9F-42A1-BC1F-F634249D553C.npy,cyclooxygenase inhibitor
P015078,H17,s2,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H17_s2_w65E6A0B13-39E4-4EC8-8D84-B1A6D417BBB7.npy,cyclooxygenase inhibitor
P015078,H17,s3,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H17_s3_w6B5F6E285-4AB7-43BD-9A25-D7D7FFEAB57A.npy,cyclooxygenase inhibitor
P015078,H17,s4,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H17_s4_w6B664EC53-50DC-470A-82D2-017B66426EF5.npy,cyclooxygenase inhibitor
P015078,H17,s5,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_H17_s5_w61C1AA4F1-D111-4133-82AD-86AE7B6F0A41.npy,cyclooxygenase inhibitor
P015078,I06,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I06_s1_w60B1BCE77-9E19-4AFA-87DD-3A57EA259824.npy,dmso
P015078,I06,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I06_s2_w641994437-317D-4C51-899B-EA8F6C484A6D.npy,dmso
P015078,I06,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I06_s3_w6C0AA0AAE-F293-4253-9035-81DB53CC14BC.npy,dmso
P015078,I06,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I06_s4_w632EEA1E3-A31F-42D8-868D-AF7C71806B96.npy,dmso
P015078,I06,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I06_s5_w6E316AD88-EAEC-42E2-98C6-F5E201B3CC62.npy,dmso
P015078,I16,s1,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I16_s1_w6C43D025F-A861-42CF-84DA-39C76A3A8DE4.npy,cyclooxygenase inhibitor
P015078,I16,s2,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I16_s2_w6F433078D-E438-4A48-875B-9D7302E0AC41.npy,cyclooxygenase inhibitor
P015078,I16,s3,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I16_s3_w61E384B3A-C691-473A-83E0-F2F32FF8DD85.npy,cyclooxygenase inhibitor
P015078,I16,s4,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I16_s4_w6D70E8BCA-90D9-43D7-A0FE-A94BFDBE2F37.npy,cyclooxygenase inhibitor
P015078,I16,s5,CBK041553,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_I16_s5_w6D870D564-A35E-421D-80D3-144D3ABBD38B.npy,cyclooxygenase inhibitor
P015078,J04,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J04_s1_w6190A6D3F-3494-44F2-BDDA-79AADE882457.npy,dmso
P015078,J04,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J04_s2_w619E625CE-4AA5-4885-BFC6-050900EBCBE9.npy,dmso
P015078,J04,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J04_s3_w6CD7248C2-4674-42AD-947B-35BB22ED8243.npy,dmso
P015078,J04,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J04_s4_w6CDA51B6F-F227-49AC-99AF-8ADFBCD5523E.npy,dmso
P015078,J04,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J04_s5_w62619D11A-F518-4864-9D67-119E0F33AB37.npy,dmso
P015078,J11,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J11_s1_w6D6DAA879-0735-4FDE-ADFA-D23EC5767082.npy,dmso
P015078,J11,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J11_s2_w603A33B81-7F5D-4D31-8474-36B333C496F5.npy,dmso
P015078,J11,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J11_s3_w64E084B2F-4B95-4E57-A4FC-C4E281E93E4D.npy,dmso
P015078,J11,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J11_s4_w6DACFEDB6-9419-496D-AB6C-4D73BF001B1E.npy,dmso
P015078,J11,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_J11_s5_w652D7D477-3381-460C-88D2-D50BE8E54179.npy,dmso
P015078,K15,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K15_s1_w635A94B5E-3C58-4DA1-81BF-6B32C2CFAC9B.npy,dmso
P015078,K15,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K15_s2_w609E9863C-704B-47C5-B324-3C1D6D332B2B.npy,dmso
P015078,K15,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K15_s3_w6A4A41A60-E8E7-45AD-AB68-1110BDC15D7C.npy,dmso
P015078,K15,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K15_s4_w6C8CD2971-74F9-47F8-8BA1-13D2F577CDEF.npy,dmso
P015078,K15,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K15_s5_w6A8C55890-665F-44A8-9D4F-A5AF74EE2E5D.npy,dmso
P015078,K19,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K19_s1_w69FD152CB-E4F2-4DE5-979F-DDA3EB769024.npy,dmso
P015078,K19,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K19_s2_w619D439F7-0AA8-419A-A2D2-232A8B1E377A.npy,dmso
P015078,K19,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K19_s3_w6598786D2-1626-4FB1-8B17-92A897A4C9F3.npy,dmso
P015078,K19,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K19_s4_w6ED7DB15B-802B-4331-B78F-102DB5051F88.npy,dmso
P015078,K19,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_K19_s5_w68ADA0D7C-5B3E-4916-96FB-FA8E2A60CA7B.npy,dmso
P015078,L12,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_L12_s1_w6D63541A1-AAA6-4CD9-85D3-8372B5CC6DCE.npy,dmso
P015078,L12,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_L12_s2_w69BD46BB8-2646-4E20-AE40-56E1A6E1B9DD.npy,dmso
P015078,L12,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_L12_s3_w61BC5C0A1-B4C3-4CCE-9086-B89540D459AD.npy,dmso
P015078,L12,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_L12_s4_w68A0778D6-17EC-43CA-87FA-B5FD9357EE64.npy,dmso
P015078,L12,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_L12_s5_w6D0F2EDA1-E5B9-4FF8-9AB4-AB69D59DC6C4.npy,dmso
P015078,M08,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_M08_s1_w63025DE3C-F0BE-4279-8A2E-0B56C5B9860B.npy,dmso
P015078,M08,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_M08_s2_w6CEC0B964-A72C-4E05-83C4-4B5713A7CC5D.npy,dmso
P015078,M08,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_M08_s3_w68AE28E9C-7B53-427A-B079-BBB1E71935DA.npy,dmso
P015078,M08,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_M08_s4_w6D3962707-EEA0-4352-94B9-9873683F1FA9.npy,dmso
P015078,M08,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_M08_s5_w64027691A-B940-4F56-8254-697921436935.npy,dmso
P015078,N02,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N02_s1_w643A3CDA0-9D7B-4A0D-9E10-A0274CC8C0B6.npy,dmso
P015078,N02,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N02_s2_w66C0E2AAE-B966-4177-8D50-63D7D2FBB7A7.npy,dmso
P015078,N02,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N02_s3_w6A8851028-D096-460A-9896-309EF78B434C.npy,dmso
P015078,N02,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N02_s4_w67A40A04C-7410-4BB3-A84F-7D1AADEB54F1.npy,dmso
P015078,N02,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N02_s5_w6DA309A8D-B807-4525-8297-B82320B31EEA.npy,dmso
P015078,N05,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N05_s1_w6D40C2A4F-C179-4939-B97A-7598F1C402EC.npy,dmso
P015078,N05,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N05_s2_w6368A9B34-CF5D-4A7D-A0AC-3F6E93535333.npy,dmso
P015078,N05,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N05_s3_w620A833BB-CF72-433D-9927-D4E206A868DE.npy,dmso
P015078,N05,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N05_s4_w6653F8105-DD29-4E99-9BB2-A51E1D2CD030.npy,dmso
P015078,N05,s5,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_N05_s5_w645605EEE-A9CA-4F0F-A834-706AFF12F058.npy,dmso
P015078,O07,s1,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_O07_s1_w6BD84EBBB-B834-44D5-B25E-A44750E01858.npy,dmso
P015078,O07,s2,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_O07_s2_w6A91A502E-2499-4420-9DCC-C77BFF2FD6FF.npy,dmso
P015078,O07,s3,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_O07_s3_w6F4C85255-3FF8-4B45-9C7C-6F36D8166579.npy,dmso
P015078,O07,s4,dmso,/scratch2-shared/phil/downstream_moas_numpy_data/bf/specs935-v1-FA-P015078-U2OS-48h-P2-L1-TL_O07_s4_w6462A123E-275C-41E5-9750-A5C1C0899080.npy,dmso
