plate,well,site,compound,path,moa
P015099,J15,s1,CBK309049,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_J15_s1_w65F06DB09-E5CD-4D04-B139-E3C15AA1B9AC.npy,retinoid receptor agonist
P015090,I15,s1,CBK289839,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_I15_s1_w668FBF792-9624-420B-8255-B17D8CDCBD3F.npy,HSP inhibitor
P015085,K09,s4,CBK288349,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_K09_s4_w62BB550AC-E396-4EB7-93F4-E8B7761EA5D5.npy,Aurora kinase inhibitor
P015098,N18,s5,CBK309084,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_N18_s5_w634F08216-2184-47F7-9044-946D8EF72DD7.npy,topoisomerase inhibitor
P015092,G04,s4,CBK288347,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_G04_s4_w6A645C228-F11F-4154-8D66-3DCD4FCE41DF.npy,JAK inhibitor
P015094,O14,s5,CBK308321,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_O14_s5_w6F4AF6539-5F37-4D81-A4E2-3A091566BD07.npy,PARP inhibitor
P015082,E08,s1,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_E08_s1_w65DCBF253-0F69-4324-B6A9-B60DC4DB8D46.npy,topoisomerase inhibitor
P015090,F14,s3,CBK290481,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_F14_s3_w6B27C4690-905D-41DB-8DA9-60F7F75AFC5D.npy,HDAC inhibitor
P015099,L18,s2,CBK309049,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_L18_s2_w646EDB33D-0B57-4AAE-88C0-A902F0F75138.npy,retinoid receptor agonist
P015090,M13,s5,CBK309523,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_M13_s5_w6F6C98C64-D38E-4BDD-A58A-15AF80DAEBE5.npy,HDAC inhibitor
P015080,N04,s4,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015080-U2OS-48h-P3-L1-TL_N04_s4_w6FD17A43F-59FD-43CB-9CC0-411A0D8ABAD9.npy,topoisomerase inhibitor
P015084,B03,s2,CBK288349,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B03_s2_w6717607CF-B063-47B5-B152-C7353F562CB8.npy,Aurora kinase inhibitor
P015098,F12,s2,CBK309466,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_F12_s2_w68DD9BC33-1E9D-48E9-819A-F4F44EEE2650.npy,retinoid receptor agonist
P015094,M21,s1,CBK277970,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M21_s1_w60C52FEE6-EA90-4F9E-A9C6-8576CB891C32.npy,PARP inhibitor
P015084,L18,s1,CBK308709,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_L18_s1_w68C437901-FAAC-460E-8CF7-86C2367CE8B7.npy,ATPase inhibitor
P015090,C02,s2,CBK289740,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_C02_s2_w6D007AAA8-789E-45C8-BDAF-83443C02EE24.npy,HDAC inhibitor
P015090,E09,s4,CBK291020,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_E09_s4_w64AFC2332-FEDF-484B-A35D-9912D78CE953.npy,HDAC inhibitor
P015093,E12,s3,CBK309070,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_E12_s3_w65F73ACB7-53AA-473A-837F-0632F2286A0B.npy,JAK inhibitor
P015099,E19,s2,CBK016139,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_E19_s2_w67D01EFCB-718A-4F66-A5BF-A8415C787503.npy,tubulin polymerization inhibitor
P015090,C05,s3,CBK289731,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_C05_s3_w62FFAC0A5-9ADA-41A2-9D10-A5E57378F933.npy,HDAC inhibitor
P015094,O23,s5,CBK041804,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_O23_s5_w6D604BC2C-6F7D-405C-ADD7-CF2F12AC26E4.npy,PARP inhibitor
P015085,B10,s2,CBK228145,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_B10_s2_w6BA62564A-7EEE-41CB-BC6E-B71AA937F70A.npy,ATPase inhibitor
P015090,E10,s4,CBK291055,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_E10_s4_w6964DCB78-516D-4FCD-B41D-8C734F66B47A.npy,HDAC inhibitor
P015097,C06,s2,CBK307956,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_C06_s2_w68AB8974E-9EBC-43FC-8983-64C2389916F6.npy,protein synthesis inhibitor
P015098,H14,s2,CBK011613,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_H14_s2_w6E9F33AA9-6B69-4472-8202-101F81083AE1.npy,retinoid receptor agonist
P015096,L11,s3,CBK041619,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_L11_s3_w6CAF18852-E2DC-4B38-B464-2427B0A96A31.npy,protein synthesis inhibitor
P015099,J10,s5,CBK200945,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_J10_s5_w6F54F0ED3-B809-47D8-A8D4-40A8CABB8C02.npy,tubulin polymerization inhibitor
P015077,N15,s5,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015077-U2OS-48h-P1-L2-TL_N15_s5_w6A0378F67-812F-4956-9731-08B3040E79DE.npy,topoisomerase inhibitor
P015085,E20,s5,CBK290829,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_E20_s5_w69798C64B-ABCF-4899-B366-062206E97F83.npy,Aurora kinase inhibitor
P015096,D07,s1,CBK307773,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_D07_s1_w68436B407-3E9C-4B2C-BCA2-10674B0973E0.npy,protein synthesis inhibitor
P015085,G16,s2,CBK228145,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G16_s2_w628BE6963-1833-43CA-AD4E-9D50E212FAB0.npy,ATPase inhibitor
P015093,D20,s4,CBK303909,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_D20_s4_w67416EC4F-0A37-4B5B-B69B-D00F284E73B1.npy,JAK inhibitor
P015084,J11,s5,CBK018513,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_J11_s5_w62C20ED52-45D1-4BAB-9C39-63A458AE57CD.npy,ATPase inhibitor
P015076,C21,s3,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015076-U2OS-48h-P1-L1-TL_C21_s3_w66E023E41-FEEB-4507-8A30-51B988A3F9EF.npy,retinoid receptor agonist
P015099,H21,s1,CBK309040,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_H21_s1_w6372D2E12-6A32-4E0F-9DE0-96050A88BA0B.npy,topoisomerase inhibitor
P015092,H17,s3,CBK290608,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_H17_s3_w6110209D8-00C5-4EC3-8040-B5B31762A3AA.npy,JAK inhibitor
P015090,M13,s1,CBK309523,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_M13_s1_w69A860384-0D6C-4FD6-BB75-5404C1D9E3CF.npy,HDAC inhibitor
P015090,G17,s1,CBK309545,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_G17_s1_w6AD3F9068-7B1B-4CD4-9341-0FA5D8EFAEA8.npy,HSP inhibitor
P015098,H09,s1,CBK289882,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_H09_s1_w648022B4C-095C-4D0E-8DA4-29E2FF27275D.npy,retinoid receptor agonist
P015092,G04,s3,CBK288347,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_G04_s3_w632B124BE-5901-424F-B049-BB233AC1C257.npy,JAK inhibitor
P015085,L19,s5,CBK288259,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_L19_s5_w65597C3DE-DE8B-485C-B642-FCE798C39570.npy,Aurora kinase inhibitor
P015096,B03,s1,CBK307772,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_B03_s1_w601DEEA4A-C9F4-4B43-88C0-F9FD07499701.npy,protein synthesis inhibitor
P015094,J09,s2,CBK278031,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_J09_s2_w6383DCF75-AE52-458A-9558-7AE1B49BC8FA.npy,PARP inhibitor
P015090,C19,s2,CBK290547,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_C19_s2_w65BAA8281-B446-4742-A63E-08E477D3EE48.npy,HDAC inhibitor
P015090,B06,s5,CBK277935,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_B06_s5_w6B0EAFB85-5BE2-48F4-AE15-FFE8B177A0C3.npy,HSP inhibitor
P015099,M17,s1,CBK041506,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_M17_s1_w6412E948A-AC38-44C5-8269-4B17FC4421A3.npy,topoisomerase inhibitor
P015094,F03,s5,CBK290993,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_F03_s5_w6EA762236-1B65-4883-BBA4-7E038963449D.npy,PARP inhibitor
P015090,K19,s5,CBK308260,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K19_s5_w682B84DE9-25D8-4BDC-AB1F-74992984A8EE.npy,HDAC inhibitor
P015098,H18,s4,CBK201030,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_H18_s4_w6C7F0CCEA-E52D-4D1C-9163-36C9D8F19DE6.npy,topoisomerase inhibitor
P015094,C06,s1,CBK308108,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_C06_s1_w67C0E0DF3-48FF-45DA-800F-33AC6376B6F0.npy,PARP inhibitor
P015092,B20,s4,CBK290608,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_B20_s4_w6F0B835F0-49FE-48F4-841B-77B29D6F0648.npy,JAK inhibitor
P015085,J19,s1,CBK309653,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_J19_s1_w61FDAAE89-818F-4AA6-B186-A3089B512517.npy,ATPase inhibitor
P015099,I14,s1,CBK289760,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_I14_s1_w60B8153ED-824E-4D06-97DF-1DF322CEF108.npy,topoisomerase inhibitor
P015090,K05,s5,CBK290760,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K05_s5_w637164F78-FCCE-4A5C-86A6-4F28B37BC6CA.npy,HSP inhibitor
P015092,J20,s3,CBK288351,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_J20_s3_w6AAC33D3D-7107-489C-A58B-3E6D27AFB62D.npy,JAK inhibitor
P015090,E13,s1,CBK308137,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_E13_s1_w68522A1E6-03F3-4AC6-A264-DD65281F308A.npy,HDAC inhibitor
P015090,K14,s5,CBK303885,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_K14_s5_w6091D8C5D-15AD-48F7-9A4A-E0CAA5346262.npy,HDAC inhibitor
P015090,F18,s3,CBK277968,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_F18_s3_w63317825A-1C0A-492D-93C8-10FBE179B19D.npy,JAK inhibitor
P015085,L11,s5,CBK288281,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_L11_s5_w6E465CC4A-66C4-4F6C-A966-734C061F510A.npy,Aurora kinase inhibitor
P015097,E18,s2,CBK309349,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015097-U2OS-48h-P11-L2-TL-run2_E18_s2_w68751B6E9-2B28-4F2B-9AC9-E3A90437EAC8.npy,protein synthesis inhibitor
P015090,J04,s5,CBK290613,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J04_s5_w6749242F3-FFFB-4774-BE5B-3F575784CA85.npy,HDAC inhibitor
P015096,D13,s5,CBK200860,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_D13_s5_w6F8603E1D-2227-440C-8E48-6A928B26C061.npy,protein synthesis inhibitor
P015084,I21,s2,CBK290684,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_I21_s2_w69F1AB056-1FFE-4233-A0C7-E4B9894AA0BD.npy,Aurora kinase inhibitor
P015096,O11,s4,CBK309098,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_O11_s4_w67A8D0A4B-2D92-4B5F-B467-08DC786419C9.npy,protein synthesis inhibitor
P015090,J20,s2,CBK303885,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J20_s2_w6BBB5940A-195B-4C40-851D-362A3A19A673.npy,HDAC inhibitor
P015099,I08,s1,CBK307964,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_I08_s1_w63A1D14B6-A7D0-47F0-AE8E-AED784E285C2.npy,tubulin polymerization inhibitor
P015090,O05,s4,CBK277934,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_O05_s4_w6AEC106EC-EFD6-4B64-A19D-0D13DD828780.npy,HSP inhibitor
P015084,H06,s1,CBK308980,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_H06_s1_w64CBACBC2-701E-4BD2-A4A0-9660CEB6117E.npy,ATPase inhibitor
P015098,G03,s2,CBK289760,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_G03_s2_w69CC75A1B-6BFB-4E61-9A38-A3ABA95928CC.npy,topoisomerase inhibitor
P015094,M08,s3,CBK309255,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015094-U2OS-48h-P10-L1-TL-run2_M08_s3_w680A1B234-64C0-4475-BB29-86C3269FEE7D.npy,PARP inhibitor
P015095,D20,s5,CBK290205,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015095-U2OS-48h-P10-L2-TL-run2_D20_s5_w67EA04EC0-6CA5-4ED0-86B8-CEAB8048BF45.npy,PARP inhibitor
P015099,M22,s3,CBK278120,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_M22_s3_w6AB77FC10-F460-46E3-B42A-229F220242E0.npy,tubulin polymerization inhibitor
P015099,I13,s3,CBK303985,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_I13_s3_w6BCDD0362-E356-4DD0-A39A-9DEB79FDD48A.npy,topoisomerase inhibitor
P015098,M05,s1,CBK309265,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_M05_s1_w631C3CC04-CBA9-4F54-9CE3-A6ABD50114F2.npy,topoisomerase inhibitor
P015084,N05,s2,CBK288284,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_N05_s2_w6C792528D-13CA-4CBE-81C4-3C866A041019.npy,Aurora kinase inhibitor
P015085,D06,s5,CBK308980,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_D06_s5_w66D1F279E-FA41-4F4C-ABC2-F127E150AA62.npy,ATPase inhibitor
P015090,D18,s5,CBK308430,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_D18_s5_w623D28228-0A1E-401E-BDD8-681DFD8D3D89.npy,HDAC inhibitor
P015098,G14,s2,CBK271643,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_G14_s2_w63B181E7C-C798-4415-A630-FBAD982F1B4F.npy,retinoid receptor agonist
P015090,J04,s2,CBK290613,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_J04_s2_w612092044-D440-49D2-8624-C095D1CDEF51.npy,HDAC inhibitor
P015085,G22,s1,CBK290766,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G22_s1_w6B3ED29C3-8A53-4FE4-B1C5-B24F153123CF.npy,Aurora kinase inhibitor
P015091,E19,s2,CBK289839,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_E19_s2_w6B8E58BA4-42FD-43A8-92CF-B57A54B98F9C.npy,HSP inhibitor
P015099,O09,s2,CBK289760,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_O09_s2_w615337C4D-9A68-4555-AF38-B02A1585BC62.npy,topoisomerase inhibitor
P015096,K06,s4,CBK041619,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015096-U2OS-48h-P11-L1-TL_K06_s4_w627B79CEE-EC20-47E3-9A31-DA2366747FA9.npy,protein synthesis inhibitor
P015098,N06,s4,CBK041506,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_N06_s4_w6282A94F6-7E38-4AAA-A3A6-25BB5DC88F64.npy,topoisomerase inhibitor
P015090,H16,s4,CBK278047,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015090-U2OS-48h-P8-L1-TL_H16_s4_w6FFE66140-EC0D-477C-9CB2-A77E885A683D.npy,HSP inhibitor
P015091,I07,s4,CBK289740,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015091-U2OS-48h-P8-L2-TL_I07_s4_w6B1ABDF61-44DC-42EC-845B-2AC506B91D93.npy,HDAC inhibitor
P015098,G13,s2,CBK277909,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015098-U2OS-48h-P12-L1-TL-run2_G13_s2_w689279EB8-59CF-4BBF-A3BD-F22646A9A93A.npy,topoisomerase inhibitor
P015099,O09,s5,CBK289760,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_O09_s5_w6DBC9E4A1-F45F-4450-9A4C-80F36A6AEBF1.npy,topoisomerase inhibitor
P015082,I17,s2,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015082-U2OS-48h-P4-L1-TL_I17_s2_w6E4A7DCF8-0D64-4236-9E17-B26F754D1E6A.npy,topoisomerase inhibitor
P015099,K07,s2,CBK041506,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015099-U2OS-48h-P12-L2-TL_K07_s2_w61A680A4C-553A-467B-9572-6C85E2983ABD.npy,topoisomerase inhibitor
P015085,D08,s5,CBK308101,/scratch3-shared/phil/non_grit_based_numpy_data/bf/specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_D08_s5_w65F968F1E-CD53-4502-BF8E-BBB07DECCFED.npy,Aurora kinase inhibitor
