plate,well,site,bf_site,compound,path,moa
P015076,K10,s2,s1,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s2_w526B3C25F-2283-487D-B7F2-B10EB423A2C4.npy,retinoid receptor agonist
P015076,K10,s4,s2,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s4_w5148FD152-58A2-4437-BBA2-EB57A8EA4FCB.npy,retinoid receptor agonist
P015076,K10,s5,s3,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s5_w5D438788F-C20F-4B2D-96C3-A3D497FD25C7.npy,retinoid receptor agonist
P015076,K10,s6,s4,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s6_w56F11EF1A-7603-4D5B-881B-8701101F60FF.npy,retinoid receptor agonist
P015076,K10,s8,s5,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s8_w5D862E86F-A244-46EE-A9EF-F529236ADA23.npy,retinoid receptor agonist
P015077,C07,s2,s1,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s2_w584C17829-0E4D-4E8D-A3B3-1800C600220C.npy,topoisomerase inhibitor
P015077,C07,s4,s2,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s4_w5F5287F64-79CC-4A7D-99E3-E4548726A063.npy,topoisomerase inhibitor
P015077,C07,s5,s3,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s5_w529BA9EAE-FC21-47EE-9464-B0FA8CF5E375.npy,topoisomerase inhibitor
P015077,C07,s6,s4,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s6_w5D98DF9E9-91A3-41CF-A096-9AC477B01BE6.npy,topoisomerase inhibitor
P015077,C07,s8,s5,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_C07_s8_w589A18C78-B09B-4BFB-8F1E-AE597A722325.npy,topoisomerase inhibitor
P015077,I13,s2,s1,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s2_w532CDA819-D50E-43BC-9A9A-E0EFD7F57465.npy,retinoid receptor agonist
P015077,I13,s4,s2,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s4_w51DD2C951-1FEC-4D62-880D-165E4FA04B8B.npy,retinoid receptor agonist
P015077,I13,s5,s3,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s5_w5A59DFD98-E1D9-4F01-B621-26661ADF0132.npy,retinoid receptor agonist
P015077,I13,s6,s4,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s6_w5D169FE8A-E4A9-422A-BA71-8CF0B513EB71.npy,retinoid receptor agonist
P015077,I13,s8,s5,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_I13_s8_w5E887A9B8-7308-406F-91E2-39BAAA2F9FFA.npy,retinoid receptor agonist
P015077,J20,s2,s1,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J20_s2_w56D1DFCA2-11E7-4761-A7CE-C0A3AE6E2051.npy,retinoid receptor agonist
P015077,J20,s4,s2,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J20_s4_w5ED0C9E70-257C-4351-87DC-F16D68269455.npy,retinoid receptor agonist
P015077,J20,s5,s3,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J20_s5_w51B743FF7-A834-4079-817A-AC496EDAB1E7.npy,retinoid receptor agonist
P015077,J20,s6,s4,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J20_s6_w5AE002C43-F4EE-49A2-A8FB-07BE5F87FE80.npy,retinoid receptor agonist
P015077,J20,s8,s5,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_J20_s8_w5771EDE41-AC00-4F7E-B724-76323E9F97ED.npy,retinoid receptor agonist
P015077,K14,s2,s1,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_K14_s2_w5A8548D98-7F2A-4109-8EE2-2BEA62C19300.npy,retinoid receptor agonist
P015077,K14,s4,s2,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_K14_s4_w596C6E377-E501-4933-B6C6-F5E430A6B424.npy,retinoid receptor agonist
P015077,K14,s5,s3,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_K14_s5_w553B36868-6DDB-419B-9245-34F8EB290784.npy,retinoid receptor agonist
P015077,K14,s6,s4,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_K14_s6_w5E21480BE-7688-4D4F-8963-DD902152F8CF.npy,retinoid receptor agonist
P015077,K14,s8,s5,CBK277913,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_K14_s8_w59FFCB5EA-C2FC-4B61-A9B0-426ADEABBB3F.npy,retinoid receptor agonist
P015077,M12,s2,s1,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_M12_s2_w5978FC806-478D-4857-AF00-628905190648.npy,topoisomerase inhibitor
P015077,M12,s4,s2,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_M12_s4_w5E9EBE8B0-8533-45ED-A294-EDBA16E70F5B.npy,topoisomerase inhibitor
P015077,M12,s5,s3,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_M12_s5_w551EB8B85-BA33-4D9C-84F1-7D5C7D24B13D.npy,topoisomerase inhibitor
P015077,M12,s6,s4,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_M12_s6_w5519ADE88-924B-4CE2-91C5-61A702EC176B.npy,topoisomerase inhibitor
P015077,M12,s8,s5,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_M12_s8_w5F8370F5A-B556-407B-A260-621B6A2C80CB.npy,topoisomerase inhibitor
P015077,N15,s2,s1,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_N15_s2_w554FF53B3-841F-4296-94E9-F70995C14234.npy,topoisomerase inhibitor
P015077,N15,s4,s2,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_N15_s4_w5B0341D94-DEA6-4C87-B0C3-830DC1BCAB6F.npy,topoisomerase inhibitor
P015077,N15,s5,s3,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_N15_s5_w555D30177-BF8A-4990-907E-7C588841C8C1.npy,topoisomerase inhibitor
P015077,N15,s6,s4,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_N15_s6_w50A850EA1-2BFD-478E-83EF-89B27D38DA9E.npy,topoisomerase inhibitor
P015077,N15,s8,s5,CBK041182,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015077-U2OS-48h-P1-L2_N15_s8_w5ED13BE02-3C76-4213-96AC-9E5951B788BD.npy,topoisomerase inhibitor
P015080,D16,s2,s1,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_D16_s2_w5FE9AE7BA-EF16-4D0F-A753-178FEE8D4151.npy,topoisomerase inhibitor
P015080,D16,s4,s2,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_D16_s4_w5728116C4-C532-46C9-90BA-548BB1A6BF6B.npy,topoisomerase inhibitor
P015080,D16,s5,s3,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_D16_s5_w5AE58F037-A5A1-441E-8A66-0AA068DA92B1.npy,topoisomerase inhibitor
P015080,D16,s6,s4,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_D16_s6_w50A40F98E-BE38-4416-9863-52F3B6D0518F.npy,topoisomerase inhibitor
P015080,D16,s8,s5,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_D16_s8_w5B3DCBE51-B7A5-41B2-B164-5E9394720357.npy,topoisomerase inhibitor
P015080,M23,s2,s1,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_M23_s2_w5A83482D1-C5EF-4B1E-924C-91C52C956B20.npy,topoisomerase inhibitor
P015080,M23,s4,s2,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_M23_s4_w5BCDD741E-2263-4263-BE4E-FA48B3A70A65.npy,topoisomerase inhibitor
P015080,M23,s5,s3,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_M23_s5_w54A04CD94-5312-44C8-ABCC-6E59B67F0D41.npy,topoisomerase inhibitor
P015080,M23,s6,s4,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_M23_s6_w510A5B0D5-1D99-4B77-87AA-E30774700DDC.npy,topoisomerase inhibitor
P015080,M23,s8,s5,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_M23_s8_w5C6005E66-096E-45A2-AFE6-0FFA3E44860A.npy,topoisomerase inhibitor
P015080,N04,s2,s1,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_N04_s2_w59432783F-E59B-421E-B046-D9C7273B9A56.npy,topoisomerase inhibitor
P015080,N04,s4,s2,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_N04_s4_w51448B102-44A9-4295-80F9-72BC628FB6AD.npy,topoisomerase inhibitor
P015080,N04,s5,s3,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_N04_s5_w5BABDB134-8C8E-4DCF-8B6E-3738AF924014.npy,topoisomerase inhibitor
P015080,N04,s6,s4,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_N04_s6_w53C38633F-8107-4856-9B14-AF09922F17BC.npy,topoisomerase inhibitor
P015080,N04,s8,s5,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015080-U2OS-48h-P3-L1_N04_s8_w52D7E1F83-4FBB-4781-B578-0D1188A11FC3.npy,topoisomerase inhibitor
P015081,B12,s2,s1,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_B12_s2_w5E6253925-9562-4CD0-B2E6-1879FD212550.npy,topoisomerase inhibitor
P015081,B12,s4,s2,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_B12_s4_w56EB23C8A-9967-40F8-8A6C-A19B36DDFF44.npy,topoisomerase inhibitor
P015081,B12,s5,s3,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_B12_s5_w5FC48549E-6918-4737-B286-3FCBAB62D5E9.npy,topoisomerase inhibitor
P015081,B12,s6,s4,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_B12_s6_w56731D0AA-42D8-4985-8191-A38E407FE562.npy,topoisomerase inhibitor
P015081,B12,s8,s5,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_B12_s8_w5AFC8F5C0-D1B5-45D8-9120-6F2E8CCAC705.npy,topoisomerase inhibitor
P015081,F08,s2,s1,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_F08_s2_w569597A5D-9414-46D1-8E61-97739000E1DF.npy,topoisomerase inhibitor
P015081,F08,s4,s2,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_F08_s4_w5B06FC0C9-4EF1-40D5-B703-A850B5821225.npy,topoisomerase inhibitor
P015081,F08,s5,s3,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_F08_s5_w5454F239F-CA74-4F92-8B1E-BFE59AF45766.npy,topoisomerase inhibitor
P015081,F08,s6,s4,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_F08_s6_w522A3828F-08EE-49D6-AC2F-418804D81DE6.npy,topoisomerase inhibitor
P015081,F08,s8,s5,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_F08_s8_w544E7D19D-1160-4CC6-ACC1-B019BD6DD2AB.npy,topoisomerase inhibitor
P015081,N19,s2,s1,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_N19_s2_w529117776-435C-446D-B82F-357BEB38CC2B.npy,topoisomerase inhibitor
P015081,N19,s4,s2,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_N19_s4_w506B8D34C-B891-4D3D-8D3C-F80A128EE169.npy,topoisomerase inhibitor
P015081,N19,s5,s3,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_N19_s5_w542C96D61-F37B-4AA5-B98A-CB164201F3BA.npy,topoisomerase inhibitor
P015081,N19,s6,s4,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_N19_s6_w5A4B7EB32-537F-48B0-AF95-F10B66A13FCA.npy,topoisomerase inhibitor
P015081,N19,s8,s5,CBK200949,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015081-U2OS-48h-P3-L2_N19_s8_w5B9CC3870-B711-491E-9B18-0A8606CEA59B.npy,topoisomerase inhibitor
P015082,E08,s2,s1,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E08_s2_w56128A97B-2B52-49D7-92F4-05D16E3E029F.npy,topoisomerase inhibitor
P015082,E08,s4,s2,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E08_s4_w521677E25-EABB-4E78-8EBF-E4FA11C648E9.npy,topoisomerase inhibitor
P015082,E08,s5,s3,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E08_s5_w515850833-514A-4439-B5D5-CE7062BB49C0.npy,topoisomerase inhibitor
P015082,E08,s6,s4,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E08_s6_w59F0B1068-B070-4362-9F07-BF80B54B2FE8.npy,topoisomerase inhibitor
P015082,E08,s8,s5,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_E08_s8_w56019A124-73DE-4C36-8AD0-6ED1ED8016A6.npy,topoisomerase inhibitor
P015082,I17,s2,s1,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_I17_s2_w5B16CA2DB-D8B0-4A7A-8B3C-ED2BF9DB528C.npy,topoisomerase inhibitor
P015082,I17,s4,s2,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_I17_s4_w5149A47E7-11D0-4F4B-818F-48EB04D9E0CC.npy,topoisomerase inhibitor
P015082,I17,s5,s3,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_I17_s5_w5A93D8157-B38A-4DEF-889C-C94A0189B5BB.npy,topoisomerase inhibitor
P015082,I17,s6,s4,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_I17_s6_w50B0D9A24-0C9B-4208-B1D6-F74F861842AD.npy,topoisomerase inhibitor
P015082,I17,s8,s5,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_I17_s8_w5222AFBC9-EAFA-49DC-A156-F369841E33EA.npy,topoisomerase inhibitor
P015082,L07,s2,s1,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L07_s2_w5C3937023-9F73-43F5-8D91-9957976643DB.npy,topoisomerase inhibitor
P015082,L07,s4,s2,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L07_s4_w5BAF45C14-6656-4405-882F-5EB694024296.npy,topoisomerase inhibitor
P015082,L07,s5,s3,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L07_s5_w5365D811C-4C89-4A8A-A4D2-6A1A0C59EAD6.npy,topoisomerase inhibitor
P015082,L07,s6,s4,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L07_s6_w5D9009A2A-BDF3-47C5-AC85-AF42698A5AF7.npy,topoisomerase inhibitor
P015082,L07,s8,s5,CBK200558,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L07_s8_w561E7CA75-89C9-441A-BF24-EFA4C4BD8ECC.npy,topoisomerase inhibitor
P015082,L20,s2,s1,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L20_s2_w56DE3F4F6-5042-454E-B200-34C941B33DA8.npy,topoisomerase inhibitor
P015082,L20,s4,s2,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L20_s4_w51BACCD99-3BDE-4AF5-8EB3-347063DDA47A.npy,topoisomerase inhibitor
P015082,L20,s5,s3,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L20_s5_w5B8EED8F5-51D4-4F0B-AC12-962CE2ECFA69.npy,topoisomerase inhibitor
P015082,L20,s6,s4,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L20_s6_w5D7BC8E54-5C9B-4205-942C-4B2541751803.npy,topoisomerase inhibitor
P015082,L20,s8,s5,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_L20_s8_w56D280EBA-5AF5-4ED4-8E34-6D78A49C29F7.npy,topoisomerase inhibitor
P015082,M05,s2,s1,CBK290538,/scratch3-shared/phil/non_grit_based_numpy_data/fl/specs935-v1-FA-P015082-U2OS-48h-P4-L1_M05_s2_w5AE8F0988-E79F-4D40-9AAA-4DED3F0AB034.npy,topoisomerase inhibitor
