plate,well,site,bf_site,compound,batch_id,path,moa
P015076,C09,s4,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C09_s4_w5648FD089-4E41-4D06-A825-FB52814AA997.npy,phosphodiesterase inhibitor
P015076,C09,s5,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C09_s5_w56AB70BF4-3798-4A47-937D-B2C58057A1D9.npy,phosphodiesterase inhibitor
P015076,C09,s6,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C09_s6_w5AC09FB0B-55BC-40D9-AD40-CF34533241AD.npy,phosphodiesterase inhibitor
P015076,C09,s8,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C09_s8_w53FABE8AC-FB28-4206-AA52-8E63225C088B.npy,phosphodiesterase inhibitor
P015076,C10,s2,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s2_w5ABBD8A6B-05B1-4D92-8513-22B4883CBF8D.npy,cyclooxygenase inhibitor
P015076,C10,s4,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s4_w50101FC9F-C932-43EA-939B-FD99B0011E83.npy,cyclooxygenase inhibitor
P015076,C10,s5,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s5_w57005BA15-C4F4-4C7D-9CDD-F296CD4FCA7A.npy,cyclooxygenase inhibitor
P015076,C10,s6,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s6_w532D16F11-751C-4CB5-BAB6-746EE58431A5.npy,cyclooxygenase inhibitor
P015076,C10,s8,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C10_s8_w5634307BD-BDF3-4ED7-94ED-E6D8220F37AE.npy,cyclooxygenase inhibitor
P015076,C21,s2,s1,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s2_w55E6C0349-E79D-48E8-9210-3781E808F910.npy,retinoid receptor agonist
P015076,C21,s4,s2,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s4_w54F1781DB-DC07-473E-AC5C-99E48C26B357.npy,retinoid receptor agonist
P015076,C21,s5,s3,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s5_w5EC3C937C-FB0B-487C-97BB-20C90F2C1835.npy,retinoid receptor agonist
P015076,C21,s6,s4,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s6_w5ED77FB1E-84B7-4E39-A519-E5592F39660D.npy,retinoid receptor agonist
P015076,C21,s8,s5,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_C21_s8_w5FAC1A628-F48A-458C-BD33-97A3D7A48469.npy,retinoid receptor agonist
P015076,D02,s2,s1,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s2_w5AF10A8B5-2792-4611-9319-9FEB43C1DA6B.npy,phosphodiesterase inhibitor
P015076,D02,s4,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s4_w52003ACFD-B1EE-455C-858A-3329529888DE.npy,phosphodiesterase inhibitor
P015076,D02,s5,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s5_w5A02FD740-948C-430A-A0B6-672E3D6A6FC4.npy,phosphodiesterase inhibitor
P015076,D02,s6,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s6_w55D5D2C33-68E3-4BD4-BDD4-20DEEF52CD28.npy,phosphodiesterase inhibitor
P015076,D02,s8,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D02_s8_w5D2B803B7-A93C-44BA-8799-9ADAED7D98D4.npy,phosphodiesterase inhibitor
P015076,D04,s2,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s2_w575AABB8F-EB54-4876-921D-1E47DC5C1D9E.npy,cyclooxygenase inhibitor
P015076,D04,s4,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s4_w538C3A60A-F66C-48DF-9F45-8BA117A280A9.npy,cyclooxygenase inhibitor
P015076,D04,s5,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s5_w55274E241-8D12-47D1-830B-103CB6D35B69.npy,cyclooxygenase inhibitor
P015076,D04,s6,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s6_w593A9D671-F380-411C-AC4E-20CD43C08E40.npy,cyclooxygenase inhibitor
P015076,D04,s8,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_D04_s8_w5D1DD5AD3-4FD2-4F7B-9297-81C703D2527E.npy,cyclooxygenase inhibitor
P015076,E20,s2,s1,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s2_w5C0FAFA01-1A05-4032-A783-832DE41F1331.npy,cyclooxygenase inhibitor
P015076,E20,s4,s2,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s4_w5625DCD62-D721-4D4D-B8C2-3E74D8BDC043.npy,cyclooxygenase inhibitor
P015076,E20,s5,s3,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s5_w5C89959A8-E93D-4241-982B-98F85557CF9C.npy,cyclooxygenase inhibitor
P015076,E20,s6,s4,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s6_w575467665-BFFE-4557-A879-78E4CECB4DDB.npy,cyclooxygenase inhibitor
P015076,E20,s8,s5,CBK308624,BJ1896979,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E20_s8_w520D7BFDD-51A5-4BC7-ADA1-2189800693CD.npy,cyclooxygenase inhibitor
P015076,E23,s2,s1,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s2_w51900D8C3-B7FC-4459-9E33-9550B70F0AB0.npy,topoisomerase inhibitor
P015076,E23,s4,s2,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s4_w52B224E90-C5AE-4C56-A83C-E70B1C7E1168.npy,topoisomerase inhibitor
P015076,E23,s5,s3,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s5_w50704ADDB-E486-4D3A-90C2-B888ADCCF111.npy,topoisomerase inhibitor
P015076,E23,s6,s4,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s6_w53745E3D1-CF1C-4883-93D4-C2247A0A9060.npy,topoisomerase inhibitor
P015076,E23,s8,s5,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_E23_s8_w59E4A2A29-9146-4DE8-A8B1-F00D5D5960EF.npy,topoisomerase inhibitor
P015076,F20,s2,s1,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s2_w581E34B70-9CAD-4050-8CB8-3DEA634B82FB.npy,phosphodiesterase inhibitor
P015076,F20,s4,s2,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s4_w51314927A-33CF-4FE5-AA9C-37AE0940D3B4.npy,phosphodiesterase inhibitor
P015076,F20,s5,s3,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s5_w50A01AAFA-9BDB-4A56-A166-5F2902BCFB11.npy,phosphodiesterase inhibitor
P015076,F20,s6,s4,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s6_w5261EEFE9-5D1C-4726-B0F5-B0C271E564A7.npy,phosphodiesterase inhibitor
P015076,F20,s8,s5,CBK308541,BJ1896858,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F20_s8_w53BDA1E17-A050-407F-9D16-8E30402086D8.npy,phosphodiesterase inhibitor
P015076,F22,s2,s1,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F22_s2_w5A7F4C54C-FE9B-49DC-827D-FB70B957CA58.npy,glucocorticoid receptor agonist
P015076,F22,s4,s2,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F22_s4_w53F16F4C5-E2E2-4E50-A114-8E47F4B90538.npy,glucocorticoid receptor agonist
P015076,F22,s5,s3,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F22_s5_w59361D595-2804-453C-8F6D-F7BB085E8F87.npy,glucocorticoid receptor agonist
P015076,F22,s6,s4,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F22_s6_w5D4765DFC-84B2-40A8-BF85-CCBC66A0CD6B.npy,glucocorticoid receptor agonist
P015076,F22,s8,s5,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_F22_s8_w56C57E84F-9C29-4E5A-9559-B1E673A9534D.npy,glucocorticoid receptor agonist
P015076,H08,s2,s1,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H08_s2_w5DE5095A9-1CE9-445A-A78F-AB4CB3ECDBD3.npy,retinoid receptor agonist
P015076,H08,s4,s2,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H08_s4_w573D23AF4-FF16-4250-8159-5D791C4DAE97.npy,retinoid receptor agonist
P015076,H08,s5,s3,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H08_s5_w5A6AFB5DD-B725-4220-8153-FE79D4DE39FA.npy,retinoid receptor agonist
P015076,H08,s6,s4,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H08_s6_w56D474DDF-4DCC-4EB1-9F9C-4E93E77C2B4F.npy,retinoid receptor agonist
P015076,H08,s8,s5,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H08_s8_w5B684CCE2-0987-4BA6-BF39-0A9AA784395C.npy,retinoid receptor agonist
P015076,H12,s2,s1,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H12_s2_w5AEB55B39-1CFB-4F77-9AF3-50A87C911D67.npy,glucocorticoid receptor agonist
P015076,H12,s4,s2,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H12_s4_w574EF4DFD-DE79-47FB-A82B-083ABD51E5A4.npy,glucocorticoid receptor agonist
P015076,H12,s5,s3,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H12_s5_w5CEC36E16-5CD5-4EF3-8D26-500D74C55DFA.npy,glucocorticoid receptor agonist
P015076,H12,s6,s4,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H12_s6_w54A260867-89B0-43B4-886C-6E4574F23722.npy,glucocorticoid receptor agonist
P015076,H12,s8,s5,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H12_s8_w5DE6F0626-7FB8-4AFC-AC6B-57499D36C47B.npy,glucocorticoid receptor agonist
P015076,H13,s2,s1,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s2_w5166F0348-158D-477D-AFD5-FCBC5A551975.npy,topoisomerase inhibitor
P015076,H13,s4,s2,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s4_w5313161D4-8152-40AF-B7E8-466B7D1C600F.npy,topoisomerase inhibitor
P015076,H13,s5,s3,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s5_w5A9BFCC79-B51D-4DD7-AAC1-B593D116F6B0.npy,topoisomerase inhibitor
P015076,H13,s6,s4,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s6_w5A735B931-5823-4DD7-9B86-D8BCDD1CEF9F.npy,topoisomerase inhibitor
P015076,H13,s8,s5,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H13_s8_w5BF605F8F-A5E8-4DAD-A2BD-74DB42B2ABB8.npy,topoisomerase inhibitor
P015076,H20,s2,s1,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H20_s2_w5804D9800-527C-44CD-965B-906E103D4BCF.npy,glucocorticoid receptor agonist
P015076,H20,s4,s2,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H20_s4_w5441B2FB4-A183-40E0-A94E-1B23B2DE2D1C.npy,glucocorticoid receptor agonist
P015076,H20,s5,s3,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H20_s5_w568FB26D6-FDCE-4354-AA50-132D78937222.npy,glucocorticoid receptor agonist
P015076,H20,s6,s4,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H20_s6_w502AC098D-B62E-425C-9C89-F4B291FBDAC8.npy,glucocorticoid receptor agonist
P015076,H20,s8,s5,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H20_s8_w5AB117CBE-53D0-43E0-8F41-90918BFAFBBD.npy,glucocorticoid receptor agonist
P015076,H23,s2,s1,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s2_w557C98365-BE27-49FC-8228-CE82550B36F6.npy,cyclooxygenase inhibitor
P015076,H23,s4,s2,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s4_w5FB0DA07C-A2BA-4A64-A84B-62BEEF81007E.npy,cyclooxygenase inhibitor
P015076,H23,s5,s3,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s5_w51F0779D8-5AFE-4161-AE8F-2F361CDE78A7.npy,cyclooxygenase inhibitor
P015076,H23,s6,s4,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s6_w59E1EB04E-06B5-4AC8-8047-57C4662DE05B.npy,cyclooxygenase inhibitor
P015076,H23,s8,s5,CBK290981,BJ1898795,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_H23_s8_w5D12C894A-FB02-4FF8-A187-2FDA01539A61.npy,cyclooxygenase inhibitor
P015076,I03,s2,s1,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_I03_s2_w52802E35C-3BA1-4E27-839D-F65349452ABC.npy,retinoid receptor agonist
P015076,I03,s4,s2,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_I03_s4_w5612032B2-AAD2-46F3-A966-F6FDB84DD123.npy,retinoid receptor agonist
P015076,I03,s5,s3,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_I03_s5_w5DA80562F-F3A7-42BC-8010-EB48EE0F31D5.npy,retinoid receptor agonist
P015076,I03,s6,s4,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_I03_s6_w5ABB228A4-273C-43C1-B11F-7CBDDFB0DCF5.npy,retinoid receptor agonist
P015076,I03,s8,s5,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_I03_s8_w5C2E75FD3-1FE6-4E2E-A70C-DA17E5D466AA.npy,retinoid receptor agonist
P015076,J05,s2,s1,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s2_w5B53162AF-0A60-4CC1-952D-039AC26B988B.npy,topoisomerase inhibitor
P015076,J05,s4,s2,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s4_w5A34638BC-A49E-49AD-9595-AEF7F759CDB6.npy,topoisomerase inhibitor
P015076,J05,s5,s3,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s5_w5099D9DF5-DC29-45CD-B099-07FD803C8FF6.npy,topoisomerase inhibitor
P015076,J05,s6,s4,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s6_w5092718A3-597B-455C-B9FA-EB50ED24FEB5.npy,topoisomerase inhibitor
P015076,J05,s8,s5,CBK041182,BJ1897223,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J05_s8_w561CC3EFF-D6DA-4467-838B-0EAAF02060B4.npy,topoisomerase inhibitor
P015076,J21,s2,s1,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J21_s2_w549FE5D7F-C57B-49EE-A60B-3926F7C73DE1.npy,glucocorticoid receptor agonist
P015076,J21,s4,s2,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J21_s4_w5257475F9-4CEA-4930-ACEA-08F58CDED4E4.npy,glucocorticoid receptor agonist
P015076,J21,s5,s3,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J21_s5_w5ACAD0ECD-AB92-457D-9046-4EF8D6F1D57F.npy,glucocorticoid receptor agonist
P015076,J21,s6,s4,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J21_s6_w57A2B4B3A-D86E-4D9A-9786-D940DF3E5347.npy,glucocorticoid receptor agonist
P015076,J21,s8,s5,CBK041854,BJ1898806,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_J21_s8_w5842448DF-C585-4ED6-8E4D-987DC3C6D1BD.npy,glucocorticoid receptor agonist
P015076,K05,s2,s1,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K05_s2_w5DAF0CB08-5FA0-4021-B7F6-2C02D43B2004.npy,glucocorticoid receptor agonist
P015076,K05,s4,s2,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K05_s4_w561284328-1FB8-4C38-8C48-DE2E9C62AC81.npy,glucocorticoid receptor agonist
P015076,K05,s5,s3,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K05_s5_w573145BCA-0710-4935-817B-4D97772022FA.npy,glucocorticoid receptor agonist
P015076,K05,s6,s4,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K05_s6_w5AD44F711-0E5C-4372-805D-A0656685F333.npy,glucocorticoid receptor agonist
P015076,K05,s8,s5,CBK307994,BJ1896020,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K05_s8_w541F36FDD-8970-4934-B350-3DD483C00511.npy,glucocorticoid receptor agonist
P015076,K10,s2,s1,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s2_w526B3C25F-2283-487D-B7F2-B10EB423A2C4.npy,retinoid receptor agonist
P015076,K10,s4,s2,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s4_w5148FD152-58A2-4437-BBA2-EB57A8EA4FCB.npy,retinoid receptor agonist
P015076,K10,s5,s3,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s5_w5D438788F-C20F-4B2D-96C3-A3D497FD25C7.npy,retinoid receptor agonist
P015076,K10,s6,s4,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s6_w56F11EF1A-7603-4D5B-881B-8701101F60FF.npy,retinoid receptor agonist
P015076,K10,s8,s5,CBK277913,BJ1898391,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_K10_s8_w5D862E86F-A244-46EE-A9EF-F529236ADA23.npy,retinoid receptor agonist
P015076,M06,s2,s1,CBK200601,BJ1898251,/scratch3-shared/phil/grit_based_numpy_data/fl/specs935-v1-FA-P015076-U2OS-48h-P1-L1_M06_s2_w590D2910D-E137-49F5-A286-C621544FF65D.npy,retinoid receptor agonist
