plate,well,compound,batch_id,moa,grit_mean,grit_std,count_nuclei_mean,count_nuclei_std
P015084,F11,CBK309086,BJ1897584,ATPase inhibitor,1.3702643745083956,0.5616252015410677,123.95833333333331,42.423823461605245
P015084,F12,CBK308709,BJ1897100,ATPase inhibitor,1.0782565601282068,0.44332283601050587,120.78260869565216,34.6357100557675
P015084,F15,CBK201093,BJ1898844,ATPase inhibitor,,,,
P015084,F16,CBK018513,BJ1894366,ATPase inhibitor,1.4566176863240985,0.3836375379663447,114.94736842105264,28.24589190230546
P015084,F17,CBK290334,BJ1895633,ATPase inhibitor,0.7966505524596987,0.429049650476856,109.1851851851852,36.77272927365629
P015084,F19,CBK200716,BJ1895495,ATPase inhibitor,1.2525396212603026,0.4231235417274191,112.78260869565216,30.149561314069395
P015084,F21,CBK288284,BJ1896232,Aurora kinase inhibitor,,,,
P015084,F23,CBK277955,BJ1898196,Aurora kinase inhibitor,4.558981206215063,0.2107934054222811,50.12,14.057382402140165
P015084,G05,CBK041779,BJ1895254,ATPase inhibitor,0.7846763974061254,0.3927924719460924,111.86363636363636,31.88117141682674
P015084,G08,CBK290829,BJ1898667,Aurora kinase inhibitor,1.1546722353200751,0.39518719876361547,105.22222222222223,33.55865024901847
P015084,G10,CBK290801,BJ1896299,Aurora kinase inhibitor,3.8828544967782856,0.27789289135696443,32.1904761904762,11.737201743256554
P015084,G11,CBK200716,BJ1895495,ATPase inhibitor,1.2525396212603026,0.4231235417274191,112.78260869565216,30.149561314069395
P015084,G12,CBK309653,BJ1899164,ATPase inhibitor,0.8109431837940501,0.4089488295411341,116.27272727272728,37.52609481691096
P015084,G17,CBK278064,BJ1898632,Aurora kinase inhibitor,,,1.0,
P015084,G19,CBK309507,BJ1898930,ATPase inhibitor,,,,
P015084,G20,CBK308864,BJ1897298,Aurora kinase inhibitor,3.898066331959111,0.15041048881513705,47.39130434782609,14.914115127607324
P015084,G23,CBK290770,BJ1897294,Aurora kinase inhibitor,3.6273177625072437,0.2927913890614977,16.75,4.112987559751022
P015084,H03,CBK277955,BJ1898196,Aurora kinase inhibitor,4.558981206215063,0.2107934054222811,50.12,14.057382402140165
P015084,H06,CBK308980,BJ1897438,ATPase inhibitor,1.777020540158133,0.3645380685461975,79.5,36.03259394058324
P015084,H10,CBK200550,BJ1898063,ATPase inhibitor,5.396355622602528,0.9823602254908964,18.363636363636363,4.566677726153385
P015084,H15,CBK309507,BJ1898930,ATPase inhibitor,,,,
P015084,H16,CBK041779,BJ1895254,ATPase inhibitor,0.7846763974061254,0.3927924719460924,111.86363636363636,31.88117141682674
P015084,H18,CBK290052,BJ1898882,ATPase inhibitor,3.2514210119853604,0.4961729504274473,104.42307692307692,29.22214650147805
P015084,H19,CBK288286,BJ1896380,Aurora kinase inhibitor,3.879238341000772,0.1514073130012753,43.16,13.082048769210427
P015084,H22,CBK308101,BJ1896250,Aurora kinase inhibitor,3.9396511466747963,0.6308533683315216,22.277777777777782,8.962704132095242
P015084,I03,CBK288286,BJ1896380,Aurora kinase inhibitor,3.879238341000772,0.1514073130012753,43.16,13.082048769210427
P015084,I08,CBK308101,BJ1896250,Aurora kinase inhibitor,3.9396511466747963,0.6308533683315216,22.277777777777782,8.962704132095242
P015084,I10,CBK018513,BJ1894366,ATPase inhibitor,1.4566176863240985,0.3836375379663447,114.94736842105264,28.24589190230546
P015084,I12,CBK288285,BJ1898271,Aurora kinase inhibitor,3.856425510177196,0.32306872722635405,33.653846153846146,10.758967637063728
P015084,I17,CBK277972,BJ1898188,Aurora kinase inhibitor,4.239405526855702,0.2527019699689651,47.62962962962962,19.28959095181438
P015084,I19,CBK293886,BJ1898876,Aurora kinase inhibitor,3.0010551011519606,0.5105814622351816,84.16666666666667,30.03576299719269
P015084,I21,CBK290684,BJ1898477,Aurora kinase inhibitor,1.0696084867586502,0.5157253187477043,101.27272727272728,32.22566533825961
P015084,J03,CBK308980,BJ1897438,ATPase inhibitor,1.777020540158133,0.3645380685461975,79.5,36.03259394058324
P015084,J05,CBK308864,BJ1897298,Aurora kinase inhibitor,3.898066331959111,0.15041048881513705,47.39130434782609,14.914115127607324
P015084,J10,CBK290829,BJ1898667,Aurora kinase inhibitor,1.1546722353200751,0.39518719876361547,105.22222222222223,33.55865024901847
P015084,J11,CBK018513,BJ1894366,ATPase inhibitor,1.4566176863240985,0.3836375379663447,114.94736842105264,28.24589190230546
P015084,J14,CBK228145,BJ1898989,ATPase inhibitor,0.9100923706221974,0.3902419342402545,133.04166666666666,19.170809256164226
P015084,J16,CBK309086,BJ1897584,ATPase inhibitor,1.3702643745083956,0.5616252015410677,123.95833333333331,42.423823461605245
P015084,J18,CBK288285,BJ1898271,Aurora kinase inhibitor,3.856425510177196,0.32306872722635405,33.653846153846146,10.758967637063728
P015084,J20,CBK308652,BJ1897012,Aurora kinase inhibitor,4.819678782757478,0.2413383836216078,53.34782608695652,21.402227359982408
P015084,J21,CBK201011,BJ1895054,ATPase inhibitor,1.1150476006376195,0.3984798069433066,109.3913043478261,34.933364008474996
P015084,J23,CBK303888,BJ1898954,ATPase inhibitor,3.5460025033048286,0.6882802510077712,3.5,3.5355339059327378
P015084,K04,CBK308709,BJ1897100,ATPase inhibitor,1.0782565601282068,0.44332283601050587,120.78260869565216,34.6357100557675
P015084,K06,CBK290052,BJ1895656,ATPase inhibitor,1.0325638142324876,0.4048424560026215,123.91666666666669,29.206784004475022
P015084,K14,CBK288288,BJ1895882,Aurora kinase inhibitor,0.6034124746429436,0.4335237809505305,113.8695652173913,38.69026697883178
P015084,K15,CBK006628,BJ1894365,ATPase inhibitor,1.1880476662448796,0.4510956730300336,109.90476190476191,30.35935566164862
P015084,K18,CBK200551,BJ1894596,ATPase inhibitor,3.0076363989440886,0.5460020949482713,14.333333333333336,3.055050463303893
P015084,L02,CBK200716,BJ1895495,ATPase inhibitor,1.2525396212603026,0.4231235417274191,112.78260869565216,30.149561314069395
P015084,L07,CBK201011,BJ1895054,ATPase inhibitor,1.1150476006376195,0.3984798069433066,109.3913043478261,34.933364008474996
P015084,L13,CBK290772,BJ1898658,Aurora kinase inhibitor,2.3632963225016552,0.2711358746785344,101.66666666666669,23.768204312313625
P015084,L15,CBK228145,BJ1898989,ATPase inhibitor,0.9100923706221974,0.3902419342402545,133.04166666666666,19.170809256164226
P015084,L18,CBK308709,BJ1897100,ATPase inhibitor,1.0782565601282068,0.44332283601050587,120.78260869565216,34.6357100557675
P015084,L19,CBK309086,BJ1897584,ATPase inhibitor,1.3702643745083956,0.5616252015410677,123.95833333333331,42.423823461605245
P015084,L22,CBK288349,BJ1898633,Aurora kinase inhibitor,4.184454649307093,0.2846676292878893,48.16,13.318783728253866
P015084,L23,CBK288281,BJ1896587,Aurora kinase inhibitor,3.0413437337810167,0.36616126536625415,83.15384615384616,27.32426366099157
P015084,M02,CBK290052,BJ1895656,ATPase inhibitor,1.0325638142324876,0.4048424560026215,123.91666666666669,29.206784004475022
P015084,M04,CBK277972,BJ1898188,Aurora kinase inhibitor,4.239405526855702,0.2527019699689651,47.62962962962962,19.28959095181438
P015084,M09,CBK288259,BJ1898206,Aurora kinase inhibitor,3.6469045758923047,0.2718699417235382,38.111111111111114,15.255095827884814
P015084,M10,CBK041779,BJ1895254,ATPase inhibitor,0.7846763974061254,0.3927924719460924,111.86363636363636,31.88117141682674
P015084,M11,CBK309653,BJ1899164,ATPase inhibitor,0.8109431837940501,0.4089488295411341,116.27272727272728,37.52609481691096
P015084,M14,CBK200550,BJ1898063,ATPase inhibitor,5.396355622602528,0.9823602254908964,18.363636363636363,4.566677726153385
P015084,M17,CBK303888,BJ1898954,ATPase inhibitor,3.5460025033048286,0.6882802510077712,3.5,3.5355339059327378
P015084,M19,CBK290770,BJ1897294,Aurora kinase inhibitor,3.6273177625072437,0.2927913890614977,16.75,4.112987559751022
P015084,M22,CBK278064,BJ1898632,Aurora kinase inhibitor,,,1.0,
P015084,M23,CBK288288,BJ1895882,Aurora kinase inhibitor,0.6034124746429436,0.4335237809505305,113.8695652173913,38.69026697883178
P015084,N02,CBK291084,BJ1898342,ATPase inhibitor,0.9561384693722288,0.7834703874526615,102.2608695652174,32.38436406003865
P015084,N05,CBK288284,BJ1896232,Aurora kinase inhibitor,,,,
P015084,N06,CBK278064,BJ1898632,Aurora kinase inhibitor,,,1.0,
P015084,N11,CBK293886,BJ1898876,Aurora kinase inhibitor,3.0010551011519606,0.5105814622351816,84.16666666666667,30.03576299719269
P015084,N21,CBK290770,BJ1897294,Aurora kinase inhibitor,3.6273177625072437,0.2927913890614977,16.75,4.112987559751022
P015084,N22,CBK290334,BJ1895633,ATPase inhibitor,0.7966505524596987,0.429049650476856,109.1851851851852,36.77272927365629
P015084,O02,CBK290052,BJ1898882,ATPase inhibitor,3.2514210119853604,0.4961729504274473,104.42307692307692,29.22214650147805
P015084,O03,CBK290801,BJ1896299,Aurora kinase inhibitor,3.8828544967782856,0.27789289135696443,32.1904761904762,11.737201743256554
P015084,O04,CBK201011,BJ1895054,ATPase inhibitor,1.1150476006376195,0.3984798069433066,109.3913043478261,34.933364008474996
P015084,O07,CBK308652,BJ1897012,Aurora kinase inhibitor,4.819678782757478,0.2413383836216078,53.34782608695652,21.402227359982408
P015084,O10,CBK290766,BJ1898641,Aurora kinase inhibitor,6.335742439609853,1.4167899229558156,18.181818181818183,4.3547257506801005
P015084,O12,CBK290334,BJ1895633,ATPase inhibitor,0.7966505524596987,0.429049650476856,109.1851851851852,36.77272927365629
P015084,O14,CBK308864,BJ1897298,Aurora kinase inhibitor,3.898066331959111,0.15041048881513705,47.39130434782609,14.914115127607324
P015084,O15,CBK288259,BJ1898206,Aurora kinase inhibitor,3.6469045758923047,0.2718699417235382,38.111111111111114,15.255095827884814
P015084,O21,CBK291084,BJ1898342,ATPase inhibitor,0.9561384693722288,0.7834703874526615,102.2608695652174,32.38436406003865
P015085,B03,CBK290772,BJ1898658,Aurora kinase inhibitor,2.3632963225016552,0.2711358746785344,101.66666666666669,23.768204312313625
P015085,B07,CBK278064,BJ1898632,Aurora kinase inhibitor,,,1.0,
P015085,B08,CBK200716,BJ1895495,ATPase inhibitor,1.2525396212603026,0.4231235417274191,112.78260869565216,30.149561314069395
P015085,B10,CBK228145,BJ1898989,ATPase inhibitor,0.9100923706221974,0.3902419342402545,133.04166666666666,19.170809256164226
P015085,B12,CBK201011,BJ1895054,ATPase inhibitor,1.1150476006376195,0.3984798069433066,109.3913043478261,34.933364008474996
P015085,B13,CBK041779,BJ1895254,ATPase inhibitor,0.7846763974061254,0.3927924719460924,111.86363636363636,31.88117141682674
P015085,B14,CBK309086,BJ1897584,ATPase inhibitor,1.3702643745083956,0.5616252015410677,123.95833333333331,42.423823461605245
P015085,B15,CBK303888,BJ1898954,ATPase inhibitor,3.5460025033048286,0.6882802510077712,3.5,3.5355339059327378
P015085,B16,CBK288288,BJ1895882,Aurora kinase inhibitor,0.6034124746429436,0.4335237809505305,113.8695652173913,38.69026697883178
P015085,B17,CBK288284,BJ1896232,Aurora kinase inhibitor,,,,
P015085,B19,CBK277972,BJ1898188,Aurora kinase inhibitor,4.239405526855702,0.2527019699689651,47.62962962962962,19.28959095181438
P015085,B20,CBK277955,BJ1898196,Aurora kinase inhibitor,4.558981206215063,0.2107934054222811,50.12,14.057382402140165
P015085,B22,CBK290770,BJ1897294,Aurora kinase inhibitor,3.6273177625072437,0.2927913890614977,16.75,4.112987559751022
P015085,C02,CBK290766,BJ1898641,Aurora kinase inhibitor,6.335742439609853,1.4167899229558156,18.181818181818183,4.3547257506801005
P015085,C05,CBK278064,BJ1898632,Aurora kinase inhibitor,,,1.0,
P015085,C11,CBK290801,BJ1896299,Aurora kinase inhibitor,3.8828544967782856,0.27789289135696443,32.1904761904762,11.737201743256554
P015085,C12,CBK290334,BJ1895633,ATPase inhibitor,0.7966505524596987,0.429049650476856,109.1851851851852,36.77272927365629
P015085,C23,CBK288285,BJ1898271,Aurora kinase inhibitor,3.856425510177196,0.32306872722635405,33.653846153846146,10.758967637063728
P015085,D04,CBK277955,BJ1898196,Aurora kinase inhibitor,4.558981206215063,0.2107934054222811,50.12,14.057382402140165
P015085,D06,CBK308980,BJ1897438,ATPase inhibitor,1.777020540158133,0.3645380685461975,79.5,36.03259394058324
P015085,D08,CBK308101,BJ1896250,Aurora kinase inhibitor,3.9396511466747963,0.6308533683315216,22.277777777777782,8.962704132095242
P015085,D14,CBK290766,BJ1898641,Aurora kinase inhibitor,6.335742439609853,1.4167899229558156,18.181818181818183,4.3547257506801005
P015085,D21,CBK308709,BJ1897100,ATPase inhibitor,1.0782565601282068,0.44332283601050587,120.78260869565216,34.6357100557675
P015085,E02,CBK290772,BJ1898658,Aurora kinase inhibitor,2.3632963225016552,0.2711358746785344,101.66666666666669,23.768204312313625
P015085,E03,CBK290334,BJ1895633,ATPase inhibitor,0.7966505524596987,0.429049650476856,109.1851851851852,36.77272927365629
P015085,E04,CBK308980,BJ1897438,ATPase inhibitor,1.777020540158133,0.3645380685461975,79.5,36.03259394058324
P015085,E05,CBK288281,BJ1896587,Aurora kinase inhibitor,3.0413437337810167,0.36616126536625415,83.15384615384616,27.32426366099157
P015085,E06,CBK291084,BJ1898342,ATPase inhibitor,0.9561384693722288,0.7834703874526615,102.2608695652174,32.38436406003865
P015085,E11,CBK200716,BJ1895495,ATPase inhibitor,1.2525396212603026,0.4231235417274191,112.78260869565216,30.149561314069395
P015085,E12,CBK288286,BJ1896380,Aurora kinase inhibitor,3.879238341000772,0.1514073130012753,43.16,13.082048769210427
P015085,E13,CBK201011,BJ1895054,ATPase inhibitor,1.1150476006376195,0.3984798069433066,109.3913043478261,34.933364008474996
P015085,E15,CBK309507,BJ1898930,ATPase inhibitor,,,,
P015085,E16,CBK200550,BJ1898063,ATPase inhibitor,5.396355622602528,0.9823602254908964,18.363636363636363,4.566677726153385
P015085,E17,CBK006628,BJ1894365,ATPase inhibitor,1.1880476662448796,0.4510956730300336,109.90476190476191,30.35935566164862
P015085,E20,CBK290829,BJ1898667,Aurora kinase inhibitor,1.1546722353200751,0.39518719876361547,105.22222222222223,33.55865024901847
P015085,E22,CBK201093,BJ1898844,ATPase inhibitor,,,,
P015085,F02,CBK290684,BJ1898477,Aurora kinase inhibitor,1.0696084867586502,0.5157253187477043,101.27272727272728,32.22566533825961
P015085,F05,CBK277972,BJ1898188,Aurora kinase inhibitor,4.239405526855702,0.2527019699689651,47.62962962962962,19.28959095181438
P015085,F10,CBK201093,BJ1898844,ATPase inhibitor,,,,
P015085,F11,CBK290772,BJ1898658,Aurora kinase inhibitor,2.3632963225016552,0.2711358746785344,101.66666666666669,23.768204312313625
P015085,F14,CBK308980,BJ1897438,ATPase inhibitor,1.777020540158133,0.3645380685461975,79.5,36.03259394058324
P015085,F21,CBK290052,BJ1898882,ATPase inhibitor,3.2514210119853604,0.4961729504274473,104.42307692307692,29.22214650147805
P015085,F22,CBK308652,BJ1897012,Aurora kinase inhibitor,4.819678782757478,0.2413383836216078,53.34782608695652,21.402227359982408
P015085,F23,CBK018513,BJ1894366,ATPase inhibitor,1.4566176863240985,0.3836375379663447,114.94736842105264,28.24589190230546
P015085,G03,CBK200550,BJ1898063,ATPase inhibitor,5.396355622602528,0.9823602254908964,18.363636363636363,4.566677726153385
P015085,G04,CBK290684,BJ1898477,Aurora kinase inhibitor,1.0696084867586502,0.5157253187477043,101.27272727272728,32.22566533825961
P015085,G06,CBK308652,BJ1897012,Aurora kinase inhibitor,4.819678782757478,0.2413383836216078,53.34782608695652,21.402227359982408
P015085,G07,CBK288285,BJ1898271,Aurora kinase inhibitor,3.856425510177196,0.32306872722635405,33.653846153846146,10.758967637063728
P015085,G10,CBK288286,BJ1896380,Aurora kinase inhibitor,3.879238341000772,0.1514073130012753,43.16,13.082048769210427
P015085,G14,CBK290801,BJ1896299,Aurora kinase inhibitor,3.8828544967782856,0.27789289135696443,32.1904761904762,11.737201743256554
P015085,G16,CBK228145,BJ1898989,ATPase inhibitor,0.9100923706221974,0.3902419342402545,133.04166666666666,19.170809256164226
P015085,G19,CBK288284,BJ1896232,Aurora kinase inhibitor,,,,
P015085,G22,CBK290766,BJ1898641,Aurora kinase inhibitor,6.335742439609853,1.4167899229558156,18.181818181818183,4.3547257506801005
P015085,G23,CBK308101,BJ1896250,Aurora kinase inhibitor,3.9396511466747963,0.6308533683315216,22.277777777777782,8.962704132095242
P015085,H02,CBK290770,BJ1897294,Aurora kinase inhibitor,3.6273177625072437,0.2927913890614977,16.75,4.112987559751022
P015085,H04,CBK309507,BJ1898930,ATPase inhibitor,,,,
P015085,H05,CBK200551,BJ1894596,ATPase inhibitor,3.0076363989440886,0.5460020949482713,14.333333333333336,3.055050463303893
P015085,H08,CBK278064,BJ1898632,Aurora kinase inhibitor,,,1.0,
P015085,H15,CBK290334,BJ1895633,ATPase inhibitor,0.7966505524596987,0.429049650476856,109.1851851851852,36.77272927365629
P015085,H18,CBK288284,BJ1896232,Aurora kinase inhibitor,,,,
P015085,H20,CBK308709,BJ1897100,ATPase inhibitor,1.0782565601282068,0.44332283601050587,120.78260869565216,34.6357100557675
P015085,H21,CBK293886,BJ1898876,Aurora kinase inhibitor,3.0010551011519606,0.5105814622351816,84.16666666666667,30.03576299719269
P015085,I03,CBK288349,BJ1898633,Aurora kinase inhibitor,4.184454649307093,0.2846676292878893,48.16,13.318783728253866
P015085,I04,CBK308864,BJ1897298,Aurora kinase inhibitor,3.898066331959111,0.15041048881513705,47.39130434782609,14.914115127607324
P015085,I07,CBK018513,BJ1894366,ATPase inhibitor,1.4566176863240985,0.3836375379663447,114.94736842105264,28.24589190230546
