plate,well,site,compound,path,moa
bfmoalive57-AG-48h-P3-L2,J06,s2,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J06_s2_w19C61F100-240C-486D-B1F1-E5B3E8F9AF73.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C05,s4,c10,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C05_s4_w17B9B9C9D-642A-4215-A3F2-7FF00A5DB607.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B08,s4,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B08_s4_w113E19F73-260C-4602-BC00-94A9CCA3CC42.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I11,s2,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I11_s2_w1EF6EB2F2-79C1-40F4-8E9F-3F683BE27CEE.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,K06,s4,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K06_s4_w1D4831E81-3C60-4241-A3FF-1F8C414D0165.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,N16,s5,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N16_s5_w1189F02E8-6684-45E8-B3FE-0EB7D2417BF8.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I02,s1,c25,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I02_s1_w12497561C-A2F9-41AC-B0AC-707721002122.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,M22,s5,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M22_s5_w1DBB51D2F-4A04-4083-A596-9A9938D2FF90.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G13,s5,c9,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G13_s5_w1BAA40F65-90BF-4B97-82CC-46F59AA33267.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,M12,s1,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M12_s1_w1CD577986-F979-45D6-8ACD-EED8B8ABB0F4.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,M11,s2,c55,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M11_s2_w10EBD700E-D3D0-4E1F-85BB-2F21D68C6FCD.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G22,s3,c12,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G22_s3_w1A746B371-1EE9-4058-9B1D-DE67D7E643AC.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,E11,s5,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E11_s5_w1F617B852-91A3-42FA-BB66-62352B390B3E.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K04,s5,c50,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K04_s5_w1EAF10208-6EC1-4345-A55C-3EE38A0578EC.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N20,s2,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N20_s2_w13C3F0850-1046-4EA9-BF72-D242E8AE88A8.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,F12,s2,c45,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F12_s2_w17D574192-7D2C-4F87-9A14-6F947B2F9C1F.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L02,s1,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L02_s1_w18E2386DB-38C2-4541-AFB3-4779C28D683F.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L04,s3,c25,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L04_s3_w1C1AAC00D-A5C5-4ADE-B54C-806F752A39F1.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,E08,s4,c6,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E08_s4_w14A1D7837-E854-467A-9C21-3103D6B59054.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I12,s2,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I12_s2_w11A40EEF2-52BD-4C1B-9174-41A67A0B0F08.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C18,s1,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C18_s1_w115EEB956-2F5C-484F-88CE-F602FEDAF1FF.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,E23,s5,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E23_s5_w13A5328B9-192B-4A2A-AEAF-9EA1A745C83A.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I11,s1,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I11_s1_w1B78FA0CA-CD15-45A6-9A7A-699D23991232.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C11,s3,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C11_s3_w1172E8D8E-3F72-4CA4-907C-6912A73663EB.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L02,s4,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L02_s4_w1600D96EF-0D65-4FA1-A010-A9CDF61072F6.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L10,s3,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L10_s3_w17E3EE5AA-ADA5-4A47-8B3A-8CCFC6DA38CC.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,N08,s2,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N08_s2_w1DF214BEF-8BF6-4C19-80D3-2D1B0918617F.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C23,s3,c6,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C23_s3_w17000C04F-4E82-48EB-B7DD-DACBA203B02B.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,H19,s1,c46,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H19_s1_w18F9F7357-8037-459F-B8BE-D6AE73E3E54F.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D21,s3,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D21_s3_w1A7FD4FCE-075A-418B-A4AE-E0DC3EDF436D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I18,s4,c11,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I18_s4_w16B5FB97A-6990-4AE6-B3CB-AC3B27AE6EAE.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K17,s3,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K17_s3_w1EFDF4AD3-DF4E-4282-9168-51806098CB1B.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O06,s2,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O06_s2_w155376859-46E5-4877-AE34-F85EE1729A81.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s4,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C06_s4_w17E2CFA3D-43B0-4FC5-BF3F-A173A226256A.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,H08,s4,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H08_s4_w1D86ECE30-5B70-463C-A8B3-8D4B77B6B06D.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,F21,s2,c54,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F21_s2_w1BC7F19C6-60B2-449A-A7E9-5890F7431AF9.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,O18,s2,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O18_s2_w129A3C5FA-D15E-4B3E-B6F6-13E9A71BEDD7.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,O19,s1,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O19_s1_w16971AC91-32BA-439B-8C82-87824238E5FB.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F06,s5,c36,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F06_s5_w12240BC06-7CB3-46DD-81ED-C9A4EF2BA3A4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K12,s3,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K12_s3_w100114069-D16C-42CF-B320-FB117361B8E4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C22,s5,c31,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C22_s5_w1F1029C21-765C-4EA8-9882-61042DF1A7AD.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,O14,s2,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O14_s2_w126F1B2A0-2470-41E9-B1E1-86C3CEDF3ACF.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,O14,s1,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O14_s1_w14917719F-7A2F-4E86-AC1B-FCED95799715.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N14,s5,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N14_s5_w15AB41A84-4FA8-4111-A06D-3D7470B575D4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K16,s4,c38,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K16_s4_w1C7349751-2204-4E71-8515-3D1A09B97F6B.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,G03,s2,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G03_s2_w16D0A3C59-606F-42BB-8355-5CA71BF0A41D.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F15,s3,c12,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F15_s3_w13AB04423-AD43-4C20-8B7B-8AE210C37E33.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K17,s2,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K17_s2_w19D37E42D-E0A7-4A35-BAC3-5B2F5CF5B1EF.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,K06,s5,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K06_s5_w1938A6C1F-E7B1-479E-847F-74ED0FDCE4AE.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G12,s2,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G12_s2_w1A84364E2-CEAA-492D-9CAB-8BCAFB4011ED.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s5,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C06_s5_w196C75A27-1FD4-4E63-ABF2-36DB2A0338A4.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,L17,s4,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L17_s4_w1C76F99FB-60D7-4F77-8A24-2C1116AF9063.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G15,s3,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G15_s3_w159164512-CD89-4E52-83B9-AF0F89A55F00.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,E21,s2,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E21_s2_w1B8EF3F64-6FA8-4790-9656-D5A5CF6793F8.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,H22,s3,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H22_s3_w122D47133-A241-4307-9670-A8F7DC5AC7E6.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C12_s2_w17E586FE9-E5D4-4D8F-9879-3142CC7BCD08.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,G18,s5,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G18_s5_w19553F753-6424-4363-AC0A-135A062F4A4D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D02,s2,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D02_s2_w17046FA32-70BF-4201-BDCC-813F56BE18BD.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,F13,s2,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F13_s2_w1736CD3C0-4329-46F6-A874-6E1A0CE6DCC0.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F15,s2,c12,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F15_s2_w11D4F9FA7-CAB1-477F-8FAE-E66A5B2ED72E.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,E11,s3,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E11_s3_w111BBD997-5ABE-4FBD-BF4F-B907FBD9C0A9.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K23,s5,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K23_s5_w10446C2E4-B2E7-4AAF-822D-F5E14B2109AD.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D11,s3,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D11_s3_w130215386-14DF-4639-8D2D-DFFD93F30C5A.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,H02,s3,c55,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H02_s3_w1EF4C8F78-F389-4634-8D9C-A9DE4A6E80A7.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,O09,s4,c19,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O09_s4_w1ECB849C8-52CF-49E6-96D6-05C155B811C5.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I14,s1,c31,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I14_s1_w1F6B1D950-5C93-470A-9961-6E803D861991.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I04,s4,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I04_s4_w1E7C243FE-8AB0-495E-AF5A-A2999ADCBC67.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F18,s4,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F18_s4_w12F2F37ED-598B-4CB0-B9B7-70FF01789003.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,N20,s5,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N20_s5_w151C7149F-8900-4B45-B0DC-7AE24D409BCE.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,D21,s1,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D21_s1_w1F85CB679-27BD-411F-A5FB-75890265D98C.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D10,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D10_s2_w11CB838EA-67B5-4D4A-861C-0F69958A8080.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,G18,s1,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G18_s1_w1B594837B-BDA8-4D0C-B561-D7C80C351CE1.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F22,s2,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F22_s2_w1AC4D6941-3F49-42D5-9139-758514B2D358.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B18,s4,c36,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B18_s4_w1DF60504A-E387-4895-B9B9-C153410433E6.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,L10,s2,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L10_s2_w16AB62915-6D39-443B-BD8C-17708957AAC9.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B08,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B08_s2_w13E85CF5C-0776-44D2-A25B-577B26A4CC91.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,G07,s1,c49,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G07_s1_w110981ACA-EDEF-48E4-9905-6EB050D83436.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C21,s3,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C21_s3_w1776D2B20-3DD6-47E4-9A38-E6BA24A12D89.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,E07,s3,c11,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E07_s3_w16149D433-97F8-43C0-8CA2-CD9CE931F678.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,L19,s2,c36,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L19_s2_w1202C5F05-305B-4889-A790-711F8405E74D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I06,s5,c38,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I06_s5_w1F6A1A260-F584-4B1D-B720-7FEECD7D8ED1.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K06,s1,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K06_s1_w1057A89C6-1E2F-4EA8-B8E8-463BF467D6D1.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,L05,s4,c54,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L05_s4_w19BB746AD-052D-494F-AC06-D90EE75ECD28.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G15,s4,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G15_s4_w1468F3F2F-64A8-4F24-A6B2-423CE9054652.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L17,s2,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L17_s2_w129989280-3041-49A4-BD4A-7172FB21C5B4.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O18,s1,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O18_s1_w13C9CA6C0-FA09-4087-B13B-57CE508305F9.npy,PARP inhibitor
