plate,well,site,compound,path,moa
bfmoalive57-AG-48h-P3-L2,B20,s2,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B20_s2_w113A1AD52-9EFA-494F-B608-66AB288EBE42.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C11,s1,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C11_s1_w195CC7B52-9A3B-4B57-9F75-66F9F3EA2E00.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J06,s2,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J06_s2_w19C61F100-240C-486D-B1F1-E5B3E8F9AF73.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B08,s4,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B08_s4_w113E19F73-260C-4602-BC00-94A9CCA3CC42.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I11,s2,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I11_s2_w1EF6EB2F2-79C1-40F4-8E9F-3F683BE27CEE.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,K06,s4,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K06_s4_w1D4831E81-3C60-4241-A3FF-1F8C414D0165.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,N16,s5,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N16_s5_w1189F02E8-6684-45E8-B3FE-0EB7D2417BF8.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,J13,s3,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J13_s3_w1BB62E672-ACFA-43C6-B032-4AA4762A119E.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,M22,s5,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M22_s5_w1DBB51D2F-4A04-4083-A596-9A9938D2FF90.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G13,s5,c9,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G13_s5_w1BAA40F65-90BF-4B97-82CC-46F59AA33267.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G22,s3,c12,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G22_s3_w1A746B371-1EE9-4058-9B1D-DE67D7E643AC.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F12,s2,c45,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F12_s2_w17D574192-7D2C-4F87-9A14-6F947B2F9C1F.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L02,s1,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L02_s1_w18E2386DB-38C2-4541-AFB3-4779C28D683F.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I12,s2,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I12_s2_w11A40EEF2-52BD-4C1B-9174-41A67A0B0F08.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,K22,s1,c53,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K22_s1_w18A0F24E6-77DD-4710-BA1A-87B1520EA5FC.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I11,s1,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I11_s1_w1B78FA0CA-CD15-45A6-9A7A-699D23991232.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C11,s3,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C11_s3_w1172E8D8E-3F72-4CA4-907C-6912A73663EB.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L02,s4,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L02_s4_w1600D96EF-0D65-4FA1-A010-A9CDF61072F6.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L10,s3,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L10_s3_w17E3EE5AA-ADA5-4A47-8B3A-8CCFC6DA38CC.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,N03,s1,c57,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N03_s1_w19074A06E-EB6D-4A98-8B86-A4D24EFDAB47.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,D21,s3,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D21_s3_w1A7FD4FCE-075A-418B-A4AE-E0DC3EDF436D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,J13,s1,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J13_s1_w1036DC919-8DD6-4D6E-AC26-823A85CBC35D.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I18,s4,c11,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I18_s4_w16B5FB97A-6990-4AE6-B3CB-AC3B27AE6EAE.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s4,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C06_s4_w17E2CFA3D-43B0-4FC5-BF3F-A173A226256A.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,H08,s4,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H08_s4_w1D86ECE30-5B70-463C-A8B3-8D4B77B6B06D.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O19,s1,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O19_s1_w16971AC91-32BA-439B-8C82-87824238E5FB.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F06,s5,c36,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F06_s5_w12240BC06-7CB3-46DD-81ED-C9A4EF2BA3A4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K12,s3,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K12_s3_w100114069-D16C-42CF-B320-FB117361B8E4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C22,s5,c31,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C22_s5_w1F1029C21-765C-4EA8-9882-61042DF1A7AD.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,O14,s2,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O14_s2_w126F1B2A0-2470-41E9-B1E1-86C3CEDF3ACF.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B13,s5,c26,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B13_s5_w117EB9370-76C6-48A5-BEE7-C800E431292A.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,M21,s2,c17,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M21_s2_w118DE57F0-DE6B-49DA-A182-F2E98BE338E9.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B02,s1,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B02_s1_w126152C31-5721-4542-9C95-F86D750ACB83.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O14,s1,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O14_s1_w14917719F-7A2F-4E86-AC1B-FCED95799715.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K16,s4,c38,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K16_s4_w1C7349751-2204-4E71-8515-3D1A09B97F6B.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,G03,s2,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G03_s2_w16D0A3C59-606F-42BB-8355-5CA71BF0A41D.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B02,s3,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B02_s3_w155CD688D-E965-4461-947B-F86ABA180BA8.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B07,s3,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B07_s3_w1ABCE1447-368B-4B72-9CB6-51A6A56218ED.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F15,s3,c12,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F15_s3_w13AB04423-AD43-4C20-8B7B-8AE210C37E33.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K06,s5,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K06_s5_w1938A6C1F-E7B1-479E-847F-74ED0FDCE4AE.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G12,s2,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G12_s2_w1A84364E2-CEAA-492D-9CAB-8BCAFB4011ED.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s5,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C06_s5_w196C75A27-1FD4-4E63-ABF2-36DB2A0338A4.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,D19,s5,c27,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D19_s5_w1AEA27F97-13E6-4EFE-860D-45F596802D3F.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L17,s4,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L17_s4_w1C76F99FB-60D7-4F77-8A24-2C1116AF9063.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G15,s3,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G15_s3_w159164512-CD89-4E52-83B9-AF0F89A55F00.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,E21,s2,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E21_s2_w1B8EF3F64-6FA8-4790-9656-D5A5CF6793F8.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I05,s2,c17,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I05_s2_w19875D033-55C9-48F5-A77E-013EC4EA09AD.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C12_s2_w17E586FE9-E5D4-4D8F-9879-3142CC7BCD08.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I05,s3,c17,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I05_s3_w199033BC3-B4E5-40D7-A031-00826F6D7A16.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G18,s5,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G18_s5_w19553F753-6424-4363-AC0A-135A062F4A4D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D02,s2,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D02_s2_w17046FA32-70BF-4201-BDCC-813F56BE18BD.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,F13,s2,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F13_s2_w1736CD3C0-4329-46F6-A874-6E1A0CE6DCC0.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F15,s2,c12,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F15_s2_w11D4F9FA7-CAB1-477F-8FAE-E66A5B2ED72E.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D06,s4,c2,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D06_s4_w1810A2C18-BD69-425B-A6C0-318847251839.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K23,s5,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K23_s5_w10446C2E4-B2E7-4AAF-822D-F5E14B2109AD.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,O09,s4,c19,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O09_s4_w1ECB849C8-52CF-49E6-96D6-05C155B811C5.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I14,s1,c31,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I14_s1_w1F6B1D950-5C93-470A-9961-6E803D861991.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C02,s3,c26,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C02_s3_w19D5A06BC-7BEE-4C35-A947-BF0C8C575026.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N13,s2,c53,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N13_s2_w10EDADCF4-2F45-43B9-8D27-9CC1E34B6D0F.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,D21,s1,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D21_s1_w1F85CB679-27BD-411F-A5FB-75890265D98C.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D10,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D10_s2_w11CB838EA-67B5-4D4A-861C-0F69958A8080.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C15,s3,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C15_s3_w1337418A2-281F-40CE-9F5A-84DD657DCB56.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G18,s1,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G18_s1_w1B594837B-BDA8-4D0C-B561-D7C80C351CE1.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D19,s2,c27,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D19_s2_w1C942E1DD-4013-4053-908E-2DF9C22E8066.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,H11,s1,c32,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H11_s1_w1FD7D0A1B-5AB8-47D7-B832-00DFEB366E91.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I22,s3,c26,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I22_s3_w16397FBDA-EF5B-43F7-86F9-AA8CF5D5DDA4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K03,s1,c41,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K03_s1_w167E8E95A-9C55-428A-AC88-59B1DA2FF72D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K19,s1,c8,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K19_s1_w16ED700AE-4ABA-4FC1-917C-A88AA7FCD634.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J12,s2,c16,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J12_s2_w18FCB0A88-B296-4919-9DE7-AB21F75719A5.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G06,s2,c41,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G06_s2_w110116519-F7F3-4D7E-9F8C-003F04A76830.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F04,s2,c53,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F04_s2_w1DAB17526-08E3-4389-8857-F59034C41706.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B18,s4,c36,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B18_s4_w1DF60504A-E387-4895-B9B9-C153410433E6.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,L10,s2,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L10_s2_w16AB62915-6D39-443B-BD8C-17708957AAC9.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B08,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B08_s2_w13E85CF5C-0776-44D2-A25B-577B26A4CC91.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,H10,s2,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H10_s2_w145E42ED4-17A9-4EC6-BA50-297DADE30DA8.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,E07,s3,c11,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E07_s3_w16149D433-97F8-43C0-8CA2-CD9CE931F678.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,L19,s2,c36,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L19_s2_w1202C5F05-305B-4889-A790-711F8405E74D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I06,s5,c38,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I06_s5_w1F6A1A260-F584-4B1D-B720-7FEECD7D8ED1.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K06,s1,c51,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K06_s1_w1057A89C6-1E2F-4EA8-B8E8-463BF467D6D1.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G15,s4,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G15_s4_w1468F3F2F-64A8-4F24-A6B2-423CE9054652.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L17,s2,c7,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L17_s2_w129989280-3041-49A4-BD4A-7172FB21C5B4.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,K21,s3,c33,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K21_s3_w1AB3E1F1D-47B3-4EB2-B9FD-EEE611F61122.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B12,s1,c12,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B12_s1_w12C070786-C987-4487-905D-C5C0374F5332.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K19,s2,c8,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K19_s2_w18087968E-1983-4E10-B548-B080A1C75FCA.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J07,s3,c32,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J07_s3_w129455A64-E8D1-485C-9565-5863BF5C6E09.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G11,s1,c18,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G11_s1_w146643794-1285-4A8E-8B9D-E7D891CC7B9D.npy,PARP inhibitor
