plate,well,site,compound,path,moa
bfmoalive57-AG-48h-P3-L2,L02,s4,c44,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L02_s4_w1600D96EF-0D65-4FA1-A010-A9CDF61072F6.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L10,s3,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L10_s3_w17E3EE5AA-ADA5-4A47-8B3A-8CCFC6DA38CC.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,N08,s2,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N08_s2_w1DF214BEF-8BF6-4C19-80D3-2D1B0918617F.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,N03,s1,c57,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N03_s1_w19074A06E-EB6D-4A98-8B86-A4D24EFDAB47.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C23,s3,c6,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C23_s3_w17000C04F-4E82-48EB-B7DD-DACBA203B02B.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,D21,s3,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D21_s3_w1A7FD4FCE-075A-418B-A4AE-E0DC3EDF436D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,L11,s5,c48,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L11_s5_w1B8050751-6956-4B88-A8CC-E56390A83620.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J13,s1,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J13_s1_w1036DC919-8DD6-4D6E-AC26-823A85CBC35D.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I18,s4,c11,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I18_s4_w16B5FB97A-6990-4AE6-B3CB-AC3B27AE6EAE.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K17,s3,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K17_s3_w1EFDF4AD3-DF4E-4282-9168-51806098CB1B.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O06,s2,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O06_s2_w155376859-46E5-4877-AE34-F85EE1729A81.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s4,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C06_s4_w17E2CFA3D-43B0-4FC5-BF3F-A173A226256A.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,H08,s4,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H08_s4_w1D86ECE30-5B70-463C-A8B3-8D4B77B6B06D.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,F21,s2,c54,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F21_s2_w1BC7F19C6-60B2-449A-A7E9-5890F7431AF9.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,O18,s2,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O18_s2_w129A3C5FA-D15E-4B3E-B6F6-13E9A71BEDD7.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,O19,s1,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O19_s1_w16971AC91-32BA-439B-8C82-87824238E5FB.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,D13,s2,c15,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D13_s2_w17B48AAB2-BF49-4F9C-B59F-DAD698E1097E.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,K12,s3,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K12_s3_w100114069-D16C-42CF-B320-FB117361B8E4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,O14,s2,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O14_s2_w126F1B2A0-2470-41E9-B1E1-86C3CEDF3ACF.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,M21,s2,c17,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M21_s2_w118DE57F0-DE6B-49DA-A182-F2E98BE338E9.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B02,s1,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B02_s1_w126152C31-5721-4542-9C95-F86D750ACB83.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O14,s1,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O14_s1_w14917719F-7A2F-4E86-AC1B-FCED95799715.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N14,s5,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N14_s5_w15AB41A84-4FA8-4111-A06D-3D7470B575D4.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K16,s4,c38,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K16_s4_w1C7349751-2204-4E71-8515-3D1A09B97F6B.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,G03,s2,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G03_s2_w16D0A3C59-606F-42BB-8355-5CA71BF0A41D.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B02,s3,c47,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B02_s3_w155CD688D-E965-4461-947B-F86ABA180BA8.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B07,s3,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B07_s3_w1ABCE1447-368B-4B72-9CB6-51A6A56218ED.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,K17,s2,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K17_s2_w19D37E42D-E0A7-4A35-BAC3-5B2F5CF5B1EF.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,G12,s2,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G12_s2_w1A84364E2-CEAA-492D-9CAB-8BCAFB4011ED.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s5,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C06_s5_w196C75A27-1FD4-4E63-ABF2-36DB2A0338A4.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,D19,s5,c27,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D19_s5_w1AEA27F97-13E6-4EFE-860D-45F596802D3F.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O04,s3,c48,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O04_s3_w10B15A0FD-C2FC-4C19-8F9B-88FFA6AC32D0.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,E21,s2,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E21_s2_w1B8EF3F64-6FA8-4790-9656-D5A5CF6793F8.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I05,s2,c17,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I05_s2_w19875D033-55C9-48F5-A77E-013EC4EA09AD.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,H22,s3,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H22_s3_w122D47133-A241-4307-9670-A8F7DC5AC7E6.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C12_s2_w17E586FE9-E5D4-4D8F-9879-3142CC7BCD08.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I05,s3,c17,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I05_s3_w199033BC3-B4E5-40D7-A031-00826F6D7A16.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G18,s5,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G18_s5_w19553F753-6424-4363-AC0A-135A062F4A4D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F13,s2,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F13_s2_w1736CD3C0-4329-46F6-A874-6E1A0CE6DCC0.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,E11,s3,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E11_s3_w111BBD997-5ABE-4FBD-BF4F-B907FBD9C0A9.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D06,s4,c2,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D06_s4_w1810A2C18-BD69-425B-A6C0-318847251839.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K23,s5,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K23_s5_w10446C2E4-B2E7-4AAF-822D-F5E14B2109AD.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D11,s3,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D11_s3_w130215386-14DF-4639-8D2D-DFFD93F30C5A.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I04,s4,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I04_s4_w1E7C243FE-8AB0-495E-AF5A-A2999ADCBC67.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,F18,s4,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F18_s4_w12F2F37ED-598B-4CB0-B9B7-70FF01789003.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,N20,s5,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N20_s5_w151C7149F-8900-4B45-B0DC-7AE24D409BCE.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,D21,s1,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D21_s1_w1F85CB679-27BD-411F-A5FB-75890265D98C.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D10,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D10_s2_w11CB838EA-67B5-4D4A-861C-0F69958A8080.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C15,s3,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C15_s3_w1337418A2-281F-40CE-9F5A-84DD657DCB56.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G18,s1,c3,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G18_s1_w1B594837B-BDA8-4D0C-B561-D7C80C351CE1.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D19,s2,c27,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D19_s2_w1C942E1DD-4013-4053-908E-2DF9C22E8066.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,H11,s1,c32,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H11_s1_w1FD7D0A1B-5AB8-47D7-B832-00DFEB366E91.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,K19,s1,c8,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K19_s1_w16ED700AE-4ABA-4FC1-917C-A88AA7FCD634.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,F22,s2,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F22_s2_w1AC4D6941-3F49-42D5-9139-758514B2D358.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,L10,s2,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L10_s2_w16AB62915-6D39-443B-BD8C-17708957AAC9.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B08,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B08_s2_w13E85CF5C-0776-44D2-A25B-577B26A4CC91.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C21,s3,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_C21_s3_w1776D2B20-3DD6-47E4-9A38-E6BA24A12D89.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,H10,s2,c1,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_H10_s2_w145E42ED4-17A9-4EC6-BA50-297DADE30DA8.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,E07,s3,c11,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_E07_s3_w16149D433-97F8-43C0-8CA2-CD9CE931F678.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,I06,s5,c38,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I06_s5_w1F6A1A260-F584-4B1D-B720-7FEECD7D8ED1.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,L05,s4,c54,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L05_s4_w19BB746AD-052D-494F-AC06-D90EE75ECD28.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,O04,s4,c48,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O04_s4_w134086BCB-EC3A-478E-AAB7-08B03846400B.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,O18,s1,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_O18_s1_w13C9CA6C0-FA09-4087-B13B-57CE508305F9.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B21,s5,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_B21_s5_w13CBE154A-9439-4473-B052-4C234DC2826C.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F17,s3,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F17_s3_w186C7379C-F9A0-4EA8-AE52-1E9560C07525.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,F17,s5,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_F17_s5_w1394D7D33-D1F6-47B1-80E7-BA60249F680F.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,K19,s2,c8,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_K19_s2_w18087968E-1983-4E10-B548-B080A1C75FCA.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,J07,s3,c32,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_J07_s3_w129455A64-E8D1-485C-9565-5863BF5C6E09.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,G11,s1,c18,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_G11_s1_w146643794-1285-4A8E-8B9D-E7D891CC7B9D.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,M15,s5,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_M15_s5_w11689EA23-4391-499D-B674-F3E7841677C0.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,N09,s1,c35,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_N09_s1_w16DAB3845-2F5E-471B-8600-5CC3295FC6ED.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,L11,s1,c48,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_L11_s1_w1080845EE-F490-43A1-97C6-B661989C7C2D.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,I04,s1,c56,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I04_s1_w134703290-3803-451B-B8DC-378A22FE16FF.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,I16,s2,c18,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_I16_s2_w15D98E176-1683-4D30-837D-0E6B04F7C935.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,D09,s2,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/bf/bfmoalive57-AG-48h-P3-L2_D09_s2_w151D83950-46CD-4A11-80CA-5B495FFCC95D.npy,HDAC inhibitor
