plate,well,site,bf_site,compound,path,moa
bfmoalive57-AG-48h-P3-L2,B08,s6,s4,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B08_s6_x2_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B08,s8,s5,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B08_s8_x1_y2_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B09,s2,s1,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B09_s2_x1_y0_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B09,s4,s2,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B09_s4_x0_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B09,s5,s3,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B09_s5_x1_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B09,s6,s4,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B09_s6_x2_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B09,s8,s5,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B09_s8_x1_y2_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B10,s2,s1,c22,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B10_s2_x1_y0_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B10,s4,s2,c22,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B10_s4_x0_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B10,s5,s3,c22,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B10_s5_x1_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B10,s6,s4,c22,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B10_s6_x2_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B10,s8,s5,c22,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B10_s8_x1_y2_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B14,s2,s1,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B14_s2_x1_y0_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B14,s4,s2,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B14_s4_x0_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B14,s5,s3,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B14_s5_x1_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B14,s6,s4,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B14_s6_x2_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B14,s8,s5,c5,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B14_s8_x1_y2_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B15,s2,s1,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B15_s2_x1_y0_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B15,s4,s2,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B15_s4_x0_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B15,s5,s3,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B15_s5_x1_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B15,s6,s4,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B15_s6_x2_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B15,s8,s5,c29,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B15_s8_x1_y2_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B16,s2,s1,c9,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B16_s2_x1_y0_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B16,s4,s2,c9,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B16_s4_x0_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B16,s5,s3,c9,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B16_s5_x1_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B16,s6,s4,c9,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B16_s6_x2_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B16,s8,s5,c9,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B16_s8_x1_y2_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,B20,s2,s1,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B20_s2_x1_y0_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B20,s4,s2,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B20_s4_x0_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B20,s5,s3,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B20_s5_x1_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B20,s6,s4,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B20_s6_x2_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B20,s8,s5,c30,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B20_s8_x1_y2_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B21,s2,s1,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B21_s2_x1_y0_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B21,s4,s2,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B21_s4_x0_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B21,s5,s3,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B21_s5_x1_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B21,s6,s4,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B21_s6_x2_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B21,s8,s5,c40,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B21_s8_x1_y2_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,B23,s2,s1,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B23_s2_x1_y0_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B23,s4,s2,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B23_s4_x0_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B23,s5,s3,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B23_s5_x1_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B23,s6,s4,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B23_s6_x2_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,B23,s8,s5,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/B23_s8_x1_y2_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C04,s2,s1,c28,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C04_s2_x1_y0_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C04,s4,s2,c28,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C04_s4_x0_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C04,s5,s3,c28,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C04_s5_x1_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C04,s6,s4,c28,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C04_s6_x2_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C04,s8,s5,c28,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C04_s8_x1_y2_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s2,s1,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C06_s2_x1_y0_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s4,s2,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C06_s4_x0_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s5,s3,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C06_s5_x1_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s6,s4,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C06_s6_x2_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C06,s8,s5,c21,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C06_s8_x1_y2_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C09,s2,s1,c50,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C09_s2_x1_y0_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C09,s4,s2,c50,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C09_s4_x0_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C09,s5,s3,c50,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C09_s5_x1_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C09,s6,s4,c50,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C09_s6_x2_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C09,s8,s5,c50,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C09_s8_x1_y2_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C11,s2,s1,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C11_s2_x1_y0_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C11,s4,s2,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C11_s4_x0_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C11,s5,s3,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C11_s5_x1_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C11,s6,s4,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C11_s6_x2_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C11,s8,s5,c4,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C11_s8_x1_y2_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s2,s1,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C12_s2_x1_y0_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s4,s2,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C12_s4_x0_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s5,s3,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C12_s5_x1_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s6,s4,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C12_s6_x2_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C12,s8,s5,c23,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C12_s8_x1_y2_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C15,s2,s1,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C15_s2_x1_y0_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C15,s4,s2,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C15_s4_x0_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C15,s5,s3,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C15_s5_x1_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C15,s6,s4,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C15_s6_x2_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C15,s8,s5,c13,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C15_s8_x1_y2_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C16,s2,s1,c52,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C16_s2_x1_y0_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C16,s4,s2,c52,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C16_s4_x0_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C16,s5,s3,c52,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C16_s5_x1_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C16,s6,s4,c52,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C16_s6_x2_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C16,s8,s5,c52,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C16_s8_x1_y2_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C17,s2,s1,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C17_s2_x1_y0_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C17,s4,s2,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C17_s4_x0_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C17,s5,s3,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C17_s5_x1_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C17,s6,s4,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C17_s6_x2_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C17,s8,s5,c39,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C17_s8_x1_y2_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C18,s2,s1,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C18_s2_x1_y0_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C18,s4,s2,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C18_s4_x0_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C18,s5,s3,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C18_s5_x1_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C18,s6,s4,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C18_s6_x2_y1_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C18,s8,s5,c37,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C18_s8_x1_y2_Fluorescence_405_nm_Ex.npy,PARP inhibitor
bfmoalive57-AG-48h-P3-L2,C19,s2,s1,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C19_s2_x1_y0_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C19,s4,s2,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C19_s4_x0_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C19,s5,s3,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C19_s5_x1_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C19,s6,s4,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C19_s6_x2_y1_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C19,s8,s5,c34,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C19_s8_x1_y2_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
bfmoalive57-AG-48h-P3-L2,C21,s2,s1,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C21_s2_x1_y0_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C21,s4,s2,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C21_s4_x0_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C21,s5,s3,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C21_s5_x1_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C21,s6,s4,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C21_s6_x2_y1_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C21,s8,s5,c24,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C21_s8_x1_y2_Fluorescence_405_nm_Ex.npy,protein synthesis inhibitor
bfmoalive57-AG-48h-P3-L2,C23,s2,s1,c6,/scratch2-shared/phil/bf_moa_live/AG-48h-P3-L2_final_time_point/numpy_data/fl/C23_s2_x1_y0_Fluorescence_405_nm_Ex.npy,HDAC inhibitor
